question, target
Nếu một con hươu cao cổ còn trẻ, thì hươu cao cổ có màu xanh.
Nếu một con hươu cao cổ có màu đỏ và nhàm chán, thì hươu cao cổ yếu.
Nếu một con hươu cao cổ nhỏ, thì hươu cao cổ sạch sẽ.
Sự thật:
Hươu cao cổ mạnh mẽ và trẻ trung.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ có màu xanh lam.
“Nếu Carol tốt và thông minh, thì Carol buồn.
Nếu Carol nhanh hay yếu, thì Carol có màu xanh.
Nếu Carol đỏ và tròn, thì Carol còn trẻ.
Nếu Carol xinh đẹp và chậm chạp, thì Carol nhỏ bé.
Nếu Carol lạnh, thì Carol mềm.
Sự thật:
Carol lạnh và xấu.
Những điều sau đây có thể được xác định về Carol:”, Carol mềm mại.
“Nếu Frank xinh đẹp hay xanh lá cây, thì Frank là người lớn.
Nếu Frank còn trẻ, thì Frank buồn.
Nếu Frank nhanh, thì Frank thật đáng sợ.
Nếu Frank nóng, thì Frank yếu.
Nếu Frank già hoặc thông minh, thì Frank thật nhàm chán.
Sự thật:
Frank rất tốt và chậm chạp.
Những điều sau đây có thể được xác định về Frank:”, Không có gì.
“Nếu một chú chó tròn, thì chú chó buồn.
Nếu một chú chó nhàm chán, thì chó rất nhanh.
Nếu một chú chó nhỏ, thì chó mạnh mẽ.
Nếu một chú chó sạch sẽ và xinh đẹp, thì chó có màu đỏ.
Nếu chó chậm, thì chó có màu tím.
Sự thật:
Chú chó nhàm chán và chậm chạp.
Những điều sau đây có thể được xác định về chó:”, Chó nhanh và tím.
“Nếu Frank có màu xanh lá cây hoặc nhanh nhẹn, thì Frank rất mạnh.
Nếu Frank lớn, thì Frank đã già.
Nếu Frank đẹp hay trẻ, thì Frank nhỏ bé.
Nếu Frank tròn trịa, thì Frank thông minh.
Nếu Frank nhàm chán, thì Frank chậm chạp.
Sự thật:
Frank tròn trịa và đáng sợ.
Những điều sau đây có thể được xác định về Frank:”, Frank thông minh.
“Nếu một con gấu đẹp và mềm mại, thì con gấu là thông minh.
Nếu một con gấu có màu tím, thì con gấu yếu.
Nếu một con gấu mạnh, thì con gấu nóng.
Nếu một con gấu có màu đỏ hoặc nhàm chán, thì con gấu chậm.
Nếu một con gấu đáng sợ, thì con gấu hạnh phúc.
Sự thật:
Con gấu mạnh mẽ và màu xanh.
Những điều sau đây có thể được xác định về con gấu:”, Con gấu nóng.
“Nếu một con hươu cao cổ chậm chạp và sạch sẽ, thì hươu cao cổ thật đáng sợ.
Nếu một con hươu cao cổ nhàm chán, thì hươu cao cổ có màu xanh.
Nếu một con hươu cao cổ nóng hoặc nhanh, thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ lớn, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ có màu xanh lá cây và đẹp, thì hươu cao cổ là tốt.
Sự thật:
Con hươu cao cổ đẹp và nhàm chán.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ có màu xanh lam.
“Nếu một con thỏ già và thông minh, thì con thỏ yếu đuối.
Nếu một con thỏ có màu xanh lá cây, thì thỏ lạnh.
Nếu một con thỏ xấu, thì thỏ chậm.
Nếu một con thỏ nóng, thì thỏ có màu tím.
Nếu một con thỏ có màu đỏ, thì thỏ sạch sẽ.
Sự thật:
Con thỏ rất đẹp và đỏ.
Những điều sau đây có thể được xác định về con thỏ:”, Con thỏ sạch sẽ.
“Nếu Erin mạnh mẽ hay thông minh, thì Erin thật xinh đẹp.
Nếu Erin đáng sợ và đỏ, thì Erin lạnh lùng.
Nếu Erin nhàm chán và buồn bã, thì Erin còn trẻ.
Nếu Erin có màu tím và xanh lá cây, thì Erin nóng.
Nếu Erin to hay mềm, thì Erin đã già.
Sự thật:
Erin đáng sợ và thông minh.
Những điều sau đây có thể được xác định về Erin:”, Erin rất đẹp.
“Nếu chó yếu, thì chó nóng.
Nếu chó có màu đỏ hoặc đáng sợ, thì chó còn nhỏ.
Nếu chó tốt hoặc tròn, thì chó có màu tím.
Nếu một chú chó thông minh hay chậm chạp, thì chó sẽ hạnh phúc.
Nếu một chú chó già và lớn, thì chó sẽ nhanh nhẹn.
Sự thật:
Chú chó buồn và thông minh.
Những điều sau đây có thể được xác định về chú chó:”, Chú chó hạnh phúc.
“Nếu Alice nhỏ hay yếu, thì Alice tròn trịa.
Nếu Alice nhanh, thì Alice thật nhàm chán.
Nếu Alice lớn và chậm, thì Alice còn trẻ.
Nếu Alice đỏ, thì Alice buồn.
Nếu Alice mạnh mẽ và mềm mại, thì Alice có màu tím.
Sự thật:
Alice đỏ và xinh đẹp.
Những điều sau đây có thể được xác định về Alice:”, Alice buồn.
“Nếu Alice xấu hoặc đỏ, thì Alice nhỏ bé.
Nếu Alice xanh và nhàm chán, thì Alice đã già.
Nếu Alice nóng, thì Alice mạnh mẽ.
Nếu Alice có màu tím hoặc sạch sẽ, thì Alice rất đẹp.
Nếu Alice hạnh phúc hay lớn, thì Alice yếu đuối.
Sự thật:
Alice xấu và xinh đẹp.
Những điều sau đây có thể được xác định về Alice:”, Alice nhỏ bé.
“Nếu một con gấu trúc lạnh, thì gấu trúc là thông minh.
Nếu một con gấu trúc đẹp và có màu xanh, thì gấu trúc rất mạnh.
Nếu một con gấu trúc mềm, thì gấu trúc có màu xanh lá cây.
Nếu một con gấu trúc buồn hoặc đáng sợ, thì gấu trúc lớn.
Nếu một con gấu trúc nhanh, thì gấu trúc có màu tím.
Sự thật:
Gấu trúc mạnh mẽ và lạnh lùng.
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc thông minh.
“Nếu một con bò nhỏ, thì con bò là đẹp.
Nếu một con bò già và lạnh, thì con bò yếu.
Nếu một con bò thông minh hoặc xanh lá cây, thì con bò có màu đỏ.
Nếu một con bò tốt và màu xanh, thì con bò nhanh.
Nếu một con bò đáng sợ, thì con bò tròn.
Sự thật:
Con bò to và lạnh.
Những điều sau đây có thể được xác định về con bò:”, Không có gì.
“Nếu một bông hoa hướng dương nhàm chán, thì hoa hướng dương hạnh phúc.
Nếu một bông hoa hướng dương còn non, thì hoa hướng dương có màu xanh lam.
Nếu một bông hoa hướng dương nhỏ và lớn, thì hoa hướng dương là thông minh.
Nếu một bông hoa hướng dương tròn, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương nhanh hoặc xanh, thì hoa hướng dương đã già.
Sự thật:
Hoa hướng dương mạnh mẽ và nhanh chóng.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương đã cũ.
“Nếu Dan đỏ và sạch sẽ, thì Dan là người xấu.
Nếu Dan chậm, thì Dan mạnh mẽ.
Nếu Dan có màu xanh và lạnh, thì Dan có màu tím.
Nếu Dan nhàm chán, thì Dan yếu đuối.
Nếu Dan hạnh phúc hay xinh đẹp, thì Dan đã già.
Sự thật:
Dan chậm và nhỏ.
Những điều sau đây có thể được xác định về Dan:”, Dan mạnh mẽ.
“Nếu một bông hồng sạch, thì hoa hồng là tốt.
Nếu một bông hồng thông minh hoặc màu xanh, thì hoa hồng là xấu.
Nếu một bông hồng chậm, thì hoa hồng nhanh.
Nếu một bông hồng già và mạnh mẽ, thì hoa hồng buồn.
Nếu một bông hồng trẻ và lớn, thì hoa hồng có màu tím.
Sự thật:
Hoa hồng có màu xanh và thông minh.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng xấu.
“Nếu một con voi nóng, thì con voi sạch sẽ.
Nếu một con voi hạnh phúc hoặc lạnh, thì con voi mềm mại.
Nếu một con voi đáng sợ hoặc nhanh nhẹn, thì con voi là thông minh.
Nếu một con voi yếu hoặc mạnh, thì con voi lớn.
Nếu một con voi đẹp và trẻ, thì con voi có màu xanh.
Sự thật:
Con voi nóng và nhỏ.
Những điều sau đây có thể được xác định về con voi:”, Con voi sạch sẽ.
“Nếu một bông hoa hướng dương buồn hoặc đáng sợ, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương già hoặc nhanh, thì hoa hướng dương rất đẹp.
Nếu một bông hoa hướng dương thông minh, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương to và yếu, thì hoa hướng dương lạnh.
Nếu một bông hoa hướng dương có màu xanh hoặc trẻ, thì hướng dương nóng.
Sự thật:
Hoa hướng dương nóng và buồn.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật nhàm chán.
“Nếu Erin tốt và buồn, thì Erin có màu đỏ.
Nếu Erin có màu tím hoặc nhỏ, thì Erin hạnh phúc.
Nếu Erin to và nhanh, thì Erin tròn trịa.
Nếu Erin có màu xanh và lạnh, thì Erin thật đáng sợ.
Nếu Erin đẹp và xấu, thì Erin thật nhàm chán.
Sự thật:
Erin chậm chạp và nhàm chán.
Những điều sau đây có thể được xác định về Erin:”, Không có gì.
“Nếu một cái cây thông minh, thì cây đó có màu đỏ.
Nếu một cây sạch hoặc nhỏ, thì cây còn non.
Nếu một cây mềm hoặc chậm, thì cây sẽ nhàm chán.
Nếu một cây mạnh mẽ hoặc màu xanh, thì cây rất đẹp.
Nếu một cây xanh, thì cây nóng.
Sự thật:
Cây chậm và già.
Những điều sau đây có thể được xác định về cây:”, Cây nhàm chán.
“Nếu Dan mềm mại và tím, thì Dan mạnh mẽ.
Nếu Dan lớn, thì Dan có màu xanh lá cây.
Nếu Dan còn trẻ hoặc đáng sợ, thì Dan là xấu.
Nếu Dan đỏ, thì Dan yếu.
Nếu Dan nhanh, thì Dan thông minh.
Sự thật:
Dan nhanh và xanh.
Những điều sau đây có thể được xác định về Dan:”, Dan thông minh.
“Nếu một con gấu xấu, thì con gấu sạch sẽ.
Nếu một con gấu nhỏ hoặc buồn, thì con gấu lớn.
Nếu một con gấu có màu xanh hoặc hạnh phúc, thì con gấu lạnh.
Nếu một con gấu nóng, thì con gấu có màu đỏ.
Nếu một con gấu đáng sợ hoặc nhanh nhẹn, thì con gấu có màu xanh lá cây.
Sự thật:
Con gấu tròn và thông minh.
Những điều sau đây có thể được xác định về con gấu:”, Không có gì.
“Nếu Frank chậm chạp và buồn bã, thì Frank sạch sẽ.
Nếu Frank có màu tím hoặc hạnh phúc, thì Frank đã già.
Nếu Frank yếu, thì Frank nhanh nhẹn.
Nếu Frank là màu xanh, thì Frank là xấu.
Nếu Frank lớn và nhỏ, thì Frank tròn.
Sự thật:
Frank đáng sợ và tím.
Những điều sau đây có thể được xác định về Frank:”, Frank đã già.
“Nếu một con hà mã có màu đỏ, thì hà mã buồn.
Nếu một con hà mã nhanh, thì hà mã chậm.
Nếu một con hà mã có màu xanh lá cây hoặc lạnh, thì hà mã có hình tròn.
Nếu một con hà mã nhỏ và khỏe, thì hà mã là tốt.
Nếu một con hà mã còn trẻ, thì hà mã thật đáng sợ.
Sự thật:
Hà mã có màu xanh và yếu.
Những điều sau đây có thể được xác định về hà mã:”, Hà mã tròn.
“Nếu Carol mạnh mẽ và sạch sẽ, thì Carol là người lớn.
Nếu Carol hạnh phúc, thì Carol thông minh.
Nếu Carol lạnh lùng và xấu, thì Carol thật xinh đẹp.
Nếu Carol yếu hay trẻ, thì Carol thật nhàm chán.
Nếu Carol mềm mại, thì Carol buồn.
Sự thật:
Carol xấu và yếu.
Những điều sau đây có thể được xác định về Carol:”, Carol thật nhàm chán.
“Nếu một cây bồ công anh nóng hoặc đáng sợ, thì bồ công anh tròn.
Nếu một cây bồ công anh mạnh mẽ, thì bồ công anh là thông minh.
Nếu một cây bồ công anh yếu hoặc lớn, thì bồ công anh có màu xanh lá cây.
Nếu một cây bồ công anh nhàm chán và có màu xanh lam, thì bồ công anh hạnh phúc.
Nếu một cây bồ công anh sạch hoặc nhỏ, thì bồ công anh buồn.
Sự thật:
Bồ công anh là tốt và đáng sợ.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh tròn.
“Nếu Dan hạnh phúc, thì Dan lạnh lùng.
Nếu Dan đỏ hoặc đẹp, thì Dan yếu đuối.
Nếu Dan chậm hoặc mạnh, thì Dan là tốt.
Nếu Dan nhỏ, thì Dan tròn.
Nếu Dan sạch sẽ, thì Dan đáng sợ.
Sự thật:
Dan đỏ và thông minh.
Những điều sau đây có thể được xác định về Dan:”, Dan yếu.
“Nếu một cái cây yếu, thì cây đó là tốt.
Nếu một cây buồn hoặc nóng, thì cây lớn.
Nếu một cây xấu và màu tím, thì cây đã già.
Nếu một cây thông minh hoặc màu đỏ, thì cây hạnh phúc.
Nếu một cây đẹp hay nhỏ, thì cây còn non.
Sự thật:
Cây nhanh và nóng.
Những điều sau đây có thể được xác định về cây:”, Cây to.
“Nếu một con bò nóng và nhỏ, thì con bò xấu.
Nếu một con bò sạch sẽ, thì con bò có màu đỏ.
Nếu một con bò mềm và yếu, thì con bò lạnh.
Nếu một con bò tròn, thì con bò rất đẹp.
Nếu một con bò tốt, thì con bò có màu xanh lá cây.
Sự thật:
Con bò chậm và tốt.
Những điều sau đây có thể được xác định về con bò:”, Con bò có màu xanh lá cây.
“Nếu một cái cây nóng, thì cây có màu xanh.
Nếu một cây xấu và nhỏ, thì cây có màu tím.
Nếu một cây còn non hoặc đáng sợ, thì cây hạnh phúc.
Nếu một cây lớn, thì cây có màu đỏ.
Nếu một cây mềm, thì cây là tốt.
Sự thật:
Cây yếu và mềm.
Những điều sau đây có thể được xác định về cây:”, Cây tốt.
“Nếu một con hươu cao cổ còn trẻ và đáng sợ, thì hươu cao cổ lạnh.
Nếu một con hươu cao cổ to và hạnh phúc, thì hươu cao cổ tròn.
Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ xấu và nhanh, thì hươu cao cổ có màu xanh.
Nếu một con hươu cao cổ thông minh, thì hươu cao cổ có màu tím.
Sự thật:
Con hươu cao cổ đáng sợ và thông minh.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ có màu tím.
“Nếu bồ công anh chậm, thì bồ công anh có màu xanh lam.
Nếu một cây bồ công anh tròn, thì bồ công anh rất mạnh.
Nếu một bồ công anh hạnh phúc, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh nhàm chán, thì bồ công anh sạch sẽ.
