question, target
Những điều sau đây có thể được xác định về con nhím:”, Con nhím nhỏ và màu xanh lá cây.
“Nếu Dan chậm và già, thì Dan là màu xanh lá cây.
Nếu Dan to và tím, thì Dan sạch sẽ.
Nếu Dan đáng sợ và tốt, thì Dan nóng bỏng.
Nếu Dan nhanh hay xấu, thì Dan thật nhàm chán.
Nếu Dan tròn và mềm, thì Dan lạnh.
Sự thật:,
Dan xấu và lạnh lùng.,
Những điều sau đây có thể được xác định về Dan:”, Dan thật nhàm chán.
“Nếu một con hươu cao cổ có màu đỏ, thì hươu cao cổ thật đáng sợ.
Nếu một con hươu cao cổ hạnh phúc, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ nhỏ và lớn, thì hươu cao cổ rất nhanh.
Nếu một con hươu cao cổ nhàm chán và lạnh lùng, thì hươu cao cổ tròn.
Nếu một con hươu cao cổ đẹp hoặc mềm mại, thì hươu cao cổ có màu xanh lá cây.
Sự thật:,
Con hươu cao cổ tròn và hạnh phúc.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ xấu.
“Nếu Carol già, thì Carol còn trẻ.
Nếu Carol chậm hoặc đỏ, thì Carol thông minh.
Nếu Carol mềm, thì Carol nhỏ.
Nếu Carol yếu, thì Carol thật đáng sợ.
Nếu Carol to và nóng, thì Carol là xấu.
Sự thật:,
Carol yếu và tím.,
Những điều sau đây có thể được xác định về Carol:”, Carol thật đáng sợ.
“Nếu một con hà mã yếu, thì hà mã có màu đỏ.
Nếu một con hà mã nóng, thì hà mã có màu tím.
Nếu một con hà mã có màu xanh lá cây, thì hà mã còn trẻ.
Nếu một con hà mã buồn, thì hà mã rất nhanh.
Nếu một con hà mã nhỏ, thì hà mã tròn.
Sự thật:,
Hà mã thông minh và yếu đuối.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã có màu đỏ.
“Nếu Alice yếu đuối và nóng bỏng, thì Alice có màu tím.
Nếu Alice có màu xanh lá cây, thì Alice thật nhàm chán.
Nếu Alice lạnh, thì Alice mềm.
Nếu Alice đáng sợ, thì Alice lớn.
Nếu Alice nhỏ, thì Alice thật xinh đẹp.
Sự thật:,
Alice tròn trịa và nhanh nhẹn.,
Những điều sau đây có thể được xác định về Alice:”, Không có gì.
“Nếu một cái cây mềm và xấu, thì cây đó mạnh mẽ.
Nếu một cây còn nhỏ, thì cây hạnh phúc.
Nếu một cây chậm chạp và thông minh, thì cây yếu.
Nếu một cái cây tốt, thì cây thật đáng sợ.
Nếu một cây già, thì cây sạch sẽ.
Sự thật:,
Cây còn non và lạnh.,
Những điều sau đây có thể được xác định về cây:”, Cây hạnh phúc.
“Nếu một con hà mã hạnh phúc hay yếu đuối, thì hà mã đang nóng.
Nếu một con hà mã tốt, thì hà mã lớn.
Nếu một con hà mã đáng sợ, thì hà mã thật nhàm chán.
Nếu một con hà mã thông minh, thì hà mã có màu đỏ.
Nếu một con hà mã đẹp, thì hà mã còn trẻ.
Sự thật:,
Hà mã yếu và to.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã nóng.
“Nếu Frank giỏi và tròn trịa, thì Frank rất mạnh.
Nếu Frank còn trẻ và nhỏ, thì Frank có màu xanh lá cây.
Nếu Frank là màu xanh, thì Frank yếu.
Nếu Frank sạch sẽ, thì Frank đã già.
Nếu Frank nóng và buồn, thì Frank thật đáng sợ.
Sự thật:,
Frank tròn và xanh.,
Những điều sau đây có thể được xác định về Frank:”, Frank yếu.
“Nếu một cái cây xanh, thì cây đó là xấu.
Nếu một cây nhanh và nhỏ, thì cây yếu.
Nếu một cây có màu đỏ, thì cây hạnh phúc.
Nếu một cây tốt và nóng, thì cây còn non.
Nếu một cái cây mềm và nhàm chán, thì cây rất đẹp.
Sự thật:,
Cây có màu đỏ và chậm chạp.,
Những điều sau đây có thể được xác định về cây:”, Cây hạnh phúc.
“Nếu Bob nóng hay lạnh, thì Bob mềm mại.
Nếu Bob xấu, thì Bob hạnh phúc.
Nếu Bob xinh đẹp và tròn trịa, thì Bob yếu đuối.
Nếu Bob có màu xanh lá cây hoặc tốt, thì Bob thật đáng sợ.
Nếu Bob chậm, thì Bob có màu đỏ.
Sự thật:,
Bob xanh và mạnh mẽ.,
Những điều sau đây có thể được xác định về Bob:”, Bob thật đáng sợ.
“Nếu một con mèo còn nhỏ, thì con mèo rất đẹp.
Nếu một con mèo nhanh, thì con mèo có màu đỏ.
Nếu một con mèo nhỏ, thì con mèo có màu xanh.
Nếu một con mèo tốt và lớn, thì con mèo là xấu.
Nếu một con mèo đã già, thì con mèo buồn.
Sự thật:,
Con mèo nhanh và già.,
Những điều sau đây có thể được xác định về con mèo:”, Con mèo đỏ và buồn.
“Nếu một con nhím xấu, thì con nhím yếu.
Nếu một con nhím sạch và xanh, thì con nhím lạnh.
Nếu một con nhím thông minh, thì con nhím chậm.
Nếu một con nhím đẹp, thì con nhím là tốt.
Nếu một con nhím hạnh phúc, thì con nhím thật nhàm chán.
Sự thật:,
Con nhím sạch sẽ và yếu đuối.,
Những điều sau đây có thể được xác định về con nhím:”, Không có gì.
“Nếu một bông hoa hướng dương có màu xanh lá cây, thì hoa hướng dương đã già.
Nếu một bông hoa hướng dương có màu tím và tròn, thì hoa hướng dương là thông minh.
Nếu một bông hoa hướng dương nhàm chán, thì hoa hướng dương rất đẹp.
Nếu một bông hoa hướng dương còn non, thì hoa hướng dương rất nhanh.
Nếu một bông hoa hướng dương có màu đỏ, thì hướng dương chậm.
Sự thật:,
Hoa hướng dương xấu và trẻ.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương rất nhanh.
“Nếu bồ công anh lạnh hoặc xanh, thì bồ công anh sạch sẽ.
Nếu một bồ công anh tròn, thì bồ công anh là tốt.
Nếu bồ công anh chậm, thì bồ công anh mềm.
Nếu bồ công anh nóng, thì bồ công anh thật đáng sợ.
Nếu bồ công anh xấu hoặc đỏ, thì bồ công anh là thông minh.
Sự thật:,
Bồ công anh xấu và sạch sẽ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh rất thông minh.
“Nếu Dan xấu, thì Dan thật nhàm chán.
Nếu Dan tốt hay nhanh, thì Dan rất đẹp.
Nếu Dan lớn và sạch sẽ, thì Dan hạnh phúc.
Nếu Dan mềm, thì Dan nhỏ.
Nếu Dan yếu, thì Dan có màu xanh.
Sự thật:,
Dan nóng và mềm.,
Những điều sau đây có thể được xác định về Dan:”, Dan nhỏ.
“Nếu một cái cây mềm, thì cây có màu đỏ.
Nếu một cái cây sạch sẽ, thì cây thật đáng sợ.
Nếu một cây còn nhỏ, thì cây có màu xanh.
Nếu một cái cây nhàm chán, thì cây yếu.
Nếu một cây nhỏ hoặc hạnh phúc, thì cây tròn.
Sự thật:,
Cây đẹp và sạch sẽ.,
Những điều sau đây có thể được xác định về cây:”, Cây thật đáng sợ.
“Nếu một cây bồ công anh yếu, thì bồ công anh rất thông minh.
Nếu một cây bồ công anh đáng sợ, thì bồ công anh mềm.
Nếu một cây bồ công anh buồn và xanh, thì bồ công anh lạnh.
Nếu một cây bồ công anh xấu và sạch sẽ, thì bồ công anh còn trẻ.
Nếu một cây bồ công anh lớn hoặc màu tím, thì bồ công anh nhỏ.
Sự thật:,
Bồ công anh hạnh phúc và lớn.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh nhỏ.
“Nếu một con voi có màu xanh lá cây, thì con voi là xấu.
Nếu một con voi buồn hoặc lạnh, thì con voi có màu tím.
Nếu một con voi nóng, thì con voi có màu xanh.
Nếu một con voi nhàm chán, thì con voi là thông minh.
Nếu một con voi tròn và tốt, thì con voi chậm.
Sự thật:,
Con voi nhàm chán và thông minh.,
Những điều sau đây có thể được xác định về con voi:”, Không có gì.
“Nếu một con hươu cao cổ mềm hoặc tròn, thì hươu cao cổ yếu.
Nếu một con hươu cao cổ đáng sợ, thì hươu cao cổ lạnh.
Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ nhỏ.
Nếu một con hươu cao cổ nhàm chán, thì hươu cao cổ đang hạnh phúc.
Nếu một con hươu cao cổ còn trẻ và tốt, thì hươu cao cổ rất mạnh.
Sự thật:,
Hươu cao cổ to và yếu.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Không có gì.
“Nếu một con hà mã tốt và buồn, thì hà mã mềm mại.
Nếu một con hà mã yếu, thì hà mã là thông minh.
Nếu một con hà mã nhanh và nóng, thì hà mã lạnh.
Nếu một con hà mã sạch sẽ, thì hà mã còn trẻ.
Nếu một con hà mã nhàm chán hoặc xinh đẹp, thì hà mã tròn.
Sự thật:,
Hà mã sạch và lạnh.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã còn trẻ.
“Nếu một cây bồ công anh đáng sợ, thì bồ công anh thật nhàm chán.
Nếu một cây bồ công anh còn trẻ hoặc sạch, thì bồ công anh rất nhanh.
Nếu một cây bồ công anh là tốt, thì bồ công anh hạnh phúc.
Nếu bồ công anh có màu tím, thì bồ công anh có màu đỏ.
Nếu bồ công anh chậm hoặc mạnh, thì bồ công anh lạnh.
Sự thật:,
Bồ công anh nhàm chán và trẻ trung.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh rất nhanh.
“Nếu một con chuột lạnh hoặc chậm, thì con chuột sẽ hạnh phúc.
Nếu một con chuột nhỏ, thì con chuột rất đẹp.
Nếu một con chuột tốt hoặc tròn, thì con chuột sẽ nhàm chán.
Nếu một con chuột xấu, thì con chuột có màu tím.
Nếu chuột nhanh, thì chuột nóng.
Sự thật:,
Con chuột xấu và màu xanh lá cây.,
Những điều sau đây có thể được xác định về con chuột:”, Chuột có màu tím.
“Nếu một con mèo nhanh và xanh, thì con mèo sạch sẽ.
Nếu một con mèo nhỏ hoặc lớn, thì con mèo tròn.
Nếu một con mèo buồn và lạnh, thì con mèo chậm chạp.
Nếu một con mèo mềm mại và thông minh, thì con mèo đã già.
Nếu một con mèo xấu và nhỏ, thì con mèo nóng.
Sự thật:,
Con mèo mềm mại và xanh lá cây.,
Những điều sau đây có thể được xác định về con mèo:”, Không có gì.
“Nếu Bob nhàm chán, thì Bob tròn trịa.
Nếu Bob mềm và nóng, thì Bob có màu xanh lá cây.
Nếu Bob có màu tím hoặc mạnh mẽ, thì Bob buồn.
Nếu Bob lạnh, thì Bob có màu đỏ.
Nếu Bob lớn và tốt, thì Bob rất nhanh.
Sự thật:,
Bob nhàm chán và đỏ.,
Những điều sau đây có thể được xác định về Bob:”, Bob tròn.
“Nếu Carol xấu, thì Carol là màu xanh lá cây.
Nếu Carol buồn hoặc tím, thì Carol mạnh mẽ.
Nếu Carol thông minh và nóng bỏng, thì Carol còn trẻ.
Nếu Carol đỏ hoặc đáng sợ, thì Carol hạnh phúc.
Nếu Carol đẹp hoặc tròn, thì Carol nhỏ.
Sự thật:,
Carol đáng sợ và xấu xa.,
Những điều sau đây có thể được xác định về Carol:”, Carol xanh tươi và hạnh phúc.
“Nếu một con nhím buồn, thì con nhím sạch sẽ.
Nếu một con nhím nhanh, thì con nhím có màu tím.
Nếu một con nhím lạnh, thì con nhím rất đáng sợ.
Nếu một con nhím có màu đỏ, thì con nhím yếu.
Nếu một con nhím tốt và có màu xanh, thì con nhím chậm.
Sự thật:,
Con nhím mềm mại và thông minh.,
Những điều sau đây có thể được xác định về con nhím:”, Không có gì.
“Nếu Alice buồn và nhỏ bé, thì Alice là người tốt.
Nếu Alice chậm hoặc mềm, thì Alice sạch sẽ.
Nếu Alice nóng và to, thì Alice có màu đỏ.
Nếu Alice già và xanh, thì Alice còn trẻ.
Nếu Alice tròn trịa hoặc nhàm chán, thì Alice mạnh mẽ.
Sự thật:,
Alice nóng bỏng và nhàm chán.,
Những điều sau đây có thể được xác định về Alice:”, Alice rất mạnh mẽ.
“Nếu một bông hồng nóng và đẹp, thì hoa hồng có màu xanh.
Nếu một bông hồng có màu tím hoặc mạnh, thì hoa hồng buồn.
Nếu một bông hồng chậm hoặc đáng sợ, thì hoa hồng là thông minh.
Nếu một bông hồng xấu, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng nhỏ, thì hoa hồng là tốt.
Sự thật:,
Hoa hồng có màu tím và tròn.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng buồn.
“Nếu một bông hoa hướng dương hạnh phúc, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương tròn hoặc tốt, thì hoa hướng dương rất đẹp.
Nếu một bông hoa hướng dương nhanh, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương chậm hoặc nóng, thì hoa hướng dương rất đáng sợ.
Nếu một bông hoa hướng dương nhỏ, thì hướng dương yếu.
Sự thật:,
Hoa hướng dương có màu xanh và nhanh.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật nhàm chán.
“Nếu một con voi sạch sẽ hoặc mềm mại, thì con voi có màu xanh.
Nếu một con voi chậm và xanh, thì con voi nhỏ.
Nếu một con voi tốt và lạnh, thì con voi buồn.
Nếu một con voi xấu hoặc trẻ, thì con voi tròn.
Nếu một con voi nhanh hoặc nhàm chán, thì con voi đã già.
Sự thật:,
Con voi xấu và nhàm chán.,
Những điều sau đây có thể được xác định về con voi:”, Con voi tròn và già.
“Nếu một con hươu cao cổ có màu tím, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ lớn, thì hươu cao cổ đã già.
Nếu một con hươu cao cổ có màu đỏ hoặc đẹp, thì hươu cao cổ rất mạnh.
Nếu một con hươu cao cổ nhanh và tốt, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ còn trẻ và có màu xanh, thì hươu cao cổ thật nhàm chán.
Sự thật:,
Hươu cao cổ có màu đỏ và trẻ.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ rất mạnh.
“Nếu một con hươu cao cổ khỏe, thì hươu cao cổ tròn.
