source, target
Quy tắc: * = * Y | Y = * * | Y = * | Y Y * = * | Kết quả: nho chuột nhỏ* = *, Y Y * = *
Quy tắc: + Y = Z = | = Y Z = + | Z = Y = + | = + = Z Y | Kết quả: = con dấu ngựa = +, = Y Z = +
Quy tắc: * - Z Y | * Z Y - Y | Z Y - * | - Z * Y | Kết quả: * con dấu nho sư tử - con dấu nho, * Z Y - Y
Quy tắc: Z X = + | = Z X + | X = + Z Z | X + = Z | Kết quả: cò = + ngựa vằn, X = + Z Z
Quy tắc: - + X + | + + X - | - + + X X | + X - | Kết quả: - + Blueberry cobra blueberry cobra, - + + X X
Quy tắc: Y - Z - * | Y - - Z * | Z - - * Y | * - Y Z - | Kết quả: ngựa - - * ngựa vằn, Z - - * Y
Quy tắc: * + Y Z | + Z * Y | * Y Z + Y | Z * Y + | Kết quả: * cò chuột dưa hấu + chuột dưa hấu, * Y Z + Y
Quy tắc: * X Z Y - + | X Z + - Y * | Y X - * + Z | * X Y Z - + | Kết quả: chuối việt quất - * + sư tử, Y X - * + Z
Quy tắc: + = X Y | Y + = X | X Y + = | Y + = X | Kết quả: cá voi + = cá voi, Y + = X
Quy tắc: Y X * X = | Y X * = | X * Y = | * Y X = | Kết quả: ngựa lê chuối * ngựa =, Y X * X =
Quy tắc: - X Y = | X Y - = = | X - = Y X = | = - = X Y | Kết quả: dưa hấu blackberry - = rắn hổ mang dâu đen dưa hấu =, X - = Y X =
Quy tắc: X + X X = | X = + | = + X | = X + | Kết quả: rắn hổ mang + rắn hổ mang =, X + X X =
Quy tắc: X * - Z | - * Z X | X * - Z | X Z X - * | Kết quả: rắn hổ mang dâu tây dưa hấu rắn hổ mang dâu tây - *, X Z X - *
Quy tắc: Y = - * Z | Z Y = - * | - Z = * Y | Y - Z * = | Kết quả: con dấu kiwi cò = - *, Z Y = - *
Quy tắc: Y - = + Z X | X = - Y Z + | = Y X - Z + | + X Y = Z - | Kết quả: kiwi - = + sư tử hải cẩu cá mập, Y - = + Z X
Quy tắc: = X X * | * = X | * = X | X = * | Kết quả: = rắn hổ mang ngựa vằn vằn *, = X X *
Quy tắc: Z = X * * | * * X Z = | * X X * Z = | X = * * Z | Kết quả: * sư tử kiwi sư tử kiwi kiwi kiwi chuối =, * X X * Z =
Quy tắc: X Y - - | - Y X - | Y Y - - X | X - | Kết quả: cá voi lê cá voi lê - - lê ngựa vằn, Y Y - - X
Quy tắc: Y + Z * + | Z + * Y + | + Y * + Z | + + Y Z * | Kết quả: cò trâu + rắn hổ mang blackberry * +, Y + Z * +
Quy tắc: - * = Y Z | - Z = Y * | = Y - Z * | = Z - * Y | Kết quả: - chuột = cá voi chuột *, - Z = Y *
Quy tắc: - + X | - X + | - + X | X X - + | Kết quả: chim cánh cụt chim cánh cụt - +, X X X - +
Quy tắc: - - X Z + | + Z X - - | Z - X + - | - + X Z - | Kết quả: cò sư tử - con dấu + -, Z - X + -
Quy tắc: X = Y + + | X = + + Y | + + X Y = | + X + = Y Y | Kết quả: + rắn hổ mang ngựa vằn + = lê chuối chuối lê chuối, + X + = Y Y
Quy tắc: Z X - + + | - + + Z X | + Z - X + | - + X Z + | Kết quả: - + + rắn hổ mang lê, - + + Z X
Quy tắc: Z * + X * | * Z +* X | + X Z * * | * X +* Z | Kết quả: + cá mập việt quất lê * *, + X Z * *
Quy tắc: = Z + Z + X | Z X = + | + X + = Z | X + = + Z | Kết quả: = hải cẩu cò + hải cẩu cò + dâu cá mập, = Z + Z + X
Quy tắc: - Z + X | X Z + - | - Z + X | Z X - + | Kết quả: - chuối việt quất + dưa hấu chuột, - Z + X
Quy tắc: - = Y X | X - = Y | = Y X - X | Y = - X | Kết quả: = dưa hấu chuối kiwi dưa hấu - kiwi dưa hấu, = Y X - X
Quy tắc: X * - + Z | X + Z - * | * X Z - + X | X * + - Z | Kết quả: * cò việt quất ngựa vằn - + việt quất, * X Z - + X
Quy tắc: Z - - X X | - Z X - | - X Z - | - Z X - | Kết quả: đại bàng - - táo việt quất táo việt quất, Z - - X X
Quy tắc: Y X - = * | X - Y = * | - = X * Y | * = X - Y | Kết quả: rắn hổ mang - táo = *, X - Y = *
Quy tắc: = Y * + Y Z | Z Y * = + | = Z * Y + | Y + * = Z | Kết quả: = ngựa cá mập * + táo ngựa cá mập, = Y * + Y Z
Quy tắc: X - Z - Y | Y - Z X - | - X - Y Z | - Y - X Z | Kết quả: sư tử - dưa hấu dâu tây việt quất -, Y - Z X -
Quy tắc: * Z - + X | Z - + X * | * - + Z X | Z + * X - | Kết quả: đào - + ngựa vằn *, Z - + X *
Quy tắc: X = Z = = | = Z X = | = Z X = | X = = Z | Kết quả: quả việt quất = = sư tử, X = = Z
Quy tắc: + * Y - | * - Y + Y | - * + Y | + - Y * | Kết quả: * - con dấu blackberry + con dấu blackberry, * - Y + Y
Quy tắc: Y X - = | = - Y X | Y X - = | Y = - X | Kết quả: cá voi trâu hải cẩu đào - =, Y X - =
Quy tắc: - = Z X | X = Z - | X X = Z - | Z X - = | Kết quả: chuột trâu chuột trâu = chim cánh cụt -, X X = Z -
Quy tắc: * Y = = Z X | Y * = X Z = | Y = X = * Z | * Y = Z X | Kết quả: * lê dưa hấu = = cá voi đen ngựa vằn đào, * Y = Z X
Quy tắc: Z = * X | Z X X * = | Z X * = | * Z = X | Kết quả: cá voi chuối táo đại bàng táo đại bàng * =, Z X X * =
Quy tắc: Z * = | = * Z | = Z * | * Z = Z | Kết quả: * cá mập việt quất cá mập việt quất = cá mập việt quất, * Z Z = Z
Quy tắc: X * Z + * | X Z * * + | + * X * Z X | * X * Z + | Kết quả: + * ngựa* ngựa cá mập, + * X * Z X
Quy tắc: Z * * | * Z * | * * Z | * Z * | Kết quả: * việt quất việt quất *, * Z Z *
Quy tắc: * X * | * X * | * * X | X * * X | Kết quả: đào * * đào, X * * X
Quy tắc: Y Z - * X = | - Y = Z * X | Y Z X * - = | - Z Y * = X | Kết quả: rắn hổ mang ngựa kiwi kiwi - * ngựa =, Y Z - * X =
Quy tắc: X Y * - - | - Y - * X | - * X - Y | - Y X | Kết quả: - chim cánh cụt * - cá voi đào chim cánh cụt, - Y * - Y X
Quy tắc: = * Z * X | * Z * X = | Z * Z = * X | Z * = X * | Kết quả: dâu đen việt quất đen * việt quất đen = * niêm phong dâu tây, Z * Z = * X
Quy tắc: - + X Z | - + X Z | Z + X - | + - X X Z | Kết quả: + - đại bàng đào đại bàng đào sư tử chuột, + - X X Z
Quy tắc: X Z + + X | + X + Z | + Z + X | + X + Z | Kết quả: cá mập rắn hổ mang chuối nho + + rắn hổ mang cá mập, X Z + + X
Quy tắc: + - - X Z | Z X - - - + | - Z + X | X - Z - + | Kết quả: - - con dấu chuột + rắn hổ mang, - - Z + X
Quy tắc: Y Z Y - - | Z Y - - | - Y Z | - Y Z - | Kết quả: rắn hổ mang chuối rắn hổ mang chuối - -, Y Z Y - -
Quy tắc: Z = + X | Z = X + | + Z = X Z | + Z X = | Kết quả: + chuối ngựa = chuối ngựa cá mập, + Z = X Z
Quy tắc: X Y = * + | Y * = + X | * X + = Y | Y = + * X | Kết quả: ngựa vằn * = + cò, Y * = + X
Quy tắc: Y * - | Y - * | Y * Y - | - * Y | Kết quả: nho * nho -, Y * Y -
Quy tắc: * Y * Y | * * Y | * * Y | * Y * | Kết quả: * kiwi * kiwi, * Y * Y
Quy tắc: X Y * * | Y * X * | * Y * X | X * * Y | Kết quả: * ngựa vằn * blackberry, * Y * X
Quy tắc: - Z Y = | Z = - Y | Y = Z - | - Y = Z | Kết quả: - chim cánh cụt = táo, - Y = Z
Quy tắc: * Y Z * - | Y - Z * * | Y * * - Z | * * Z - Y | Kết quả: * * táo - đại bàng, * * Z - Y
Quy tắc: Z X + + | + X + Z | Z + + X | + X Z | Kết quả: + cò nho + rắn hổ mang, + X + Z
Quy tắc: Z Y + = | Z + Y = | = Z + Z Y | + = Y Z | Kết quả: = sư tử + cá mập rắn hổ mang sư tử, = Z + Z Y
Quy tắc: * Y - | * - Y Y Y | - Y * | Y * - | Kết quả: * - cá voi chim cánh cụt cá voi chim cánh cụt, * - Y Y Y
Quy tắc: Z + * X | + X * Z | X + Z * | + * Z X | Kết quả: nho + dưa hấu dưa hấu *, X + Z *
Quy tắc: + - Y Z | - Y + Z | Z - + Y | - Y + Z Z | Kết quả: - đại bàng ngựa + hải cẩu đào hải cẩu đào, - Y + Z Z
Quy tắc: Z * X * | * Z X X * | Z * * X | * X * Z | Kết quả: * đại bàng sư tử *, * Z X X *
Quy tắc: X = * Z | X = * Z | Z X * = | = * X Z | Kết quả: ngựa vằn đào * =, Z X * =
Quy tắc: Y X - - Y | X - Y - | - Y X - | - Y X - | Kết quả: con dấu sư tử con dấu - con dấu sư tử, Y X - - Y
Quy tắc: - Y = Z X | X - Z Y = | Y - X Z = | = Y - Z X | Kết quả: = chuột kiwi - lê dưa hấu, = Y - Z X
Quy tắc: Z + - * X | X - + Z * | X - + * Z | - + X Z * | Kết quả: - + hải cẩu chuối đại bàng trâu *, - + X Z *
Quy tắc: - Z - * X | * Z Z - - X | - X Z - * | X - - Z * | Kết quả: * sư tử dâu tây sư tử dâu tây - - ngựa táo, * Z Z - - X
Quy tắc: - + Z Y | Y + - Z | + Z - Y | - Y + Z | Kết quả: - + ngựa vằn dưa hấu nho trâu, - + Z Y
Quy tắc: - - Z X Y = | X - = Z - Y | - X - Y = Z | - = - Z X Y | Kết quả: - - cò kiwi hải cẩu =, - - Z X Y =
Quy tắc: Z Y * * Z | Z * Y * | * Y Z | * * Y Z | Kết quả: chuối đại bàng chuột * * chuột, Z Y* * Z
Quy tắc: + Z Y + + | Z + + Y + | + + Z + Y | + Z + Y + | Kết quả: + + chuột dưa hấu + ngựa vằn, + Z + Y
Quy tắc: X = = Y | Y X = = | X = Y | = Y X = | Kết quả: nho ngựa vằn nho = =, Y X = =
Quy tắc: X Z = * | Z * = X | = X Z * X | X = Z * | Kết quả: = trâu chuối dâu đen lê * chuối trâu, = X Z * X
Quy tắc: X * Z * | * X Z * | Z X * * | * * X Z | Kết quả: đào chuột * đào *, X * Z *
Quy tắc: X + Y * | * + Y X | * X + Y | + X * Y X | Kết quả: + sư tử dưa hấu * sư tử dưa hấu rắn hổ mang, + X * Y X
Quy tắc: - Z * Y | * Y Z - | * Z Y - Y | - Z Y * | Kết quả: * chuột dâu - chuột, * Z Y - Y
Quy tắc: * X * Y - | * Y - * X | Y * X - * | X - * X Y * | Kết quả: dưa hấu dâu đen - * dưa hấu dâu đen cá voi dâu tây *, X - * X Y *
Quy tắc: = Z * + Y | = * Z + Y | Z Y Z = + * | * Y + = Z | Kết quả: rắn hổ mang đào táo ngựa vằn rắn hổ mang đào = + *, Z Y Z = + *
Quy tắc: + - X * Z | - * Z + X | + X Z * - | + X Z - * | Kết quả: + - cá mập * chuột, + - X * Z
Quy tắc: + Y * + X | Y + + X * | + Y X * + | * Y X X + + | Kết quả: * cá mập voi + +, * Y X X + +
Quy tắc: X Y * = | * = X Y | X = * Y | X * Y = | Kết quả: đại bàng cá mập * =, X Y * =
Quy tắc: * * Z = X | * * Z X = | * = X Z * | * X * Z = | Kết quả: * ngựa * chuối =, * X * Z =
Quy tắc: Z - - X * | - - X Z * | X - - Z * | - X Z * - | Kết quả: đào - - đại bàng chuối *, X - - Z *
Quy tắc: Y X - = Z - | Z - - = X Y | Z - - Y X = | X - Z = Y - | Kết quả: dưa hấu nho - - đại bàng đại bàng lê cò =, Z - - Y X =
Quy tắc: * X Y + | Y + * X | Y X * + | * X Y + | Kết quả: dưa hấu cò * +, Y X * +
Quy tắc: X * = - Y | - * X Y = | * Y = X - | - * Y = X | Kết quả: việt quất * = - dưa hấu, X * = - Y
Quy tắc: X + + + | + X + X + | + + + X | + + X | Kết quả: + lê + +, + X + X +
Quy tắc: * - Y Z - Y | * Y Z - - | * Z - Y | * - Z Y - | Kết quả: * - hải cẩu ngựa trâu - ngựa trâu, * - Y Z - Y
Quy tắc: + Z = - Y X | - X + = Z Y | - Z Y + = X | X Z - Y + = | Kết quả: - chim cánh cụt dưa hấu cò ngựa + = táo dâu tây, - Z Y + = X
Quy tắc: Z + X - - | - + Z - X | Z - X + - | Z + - X - | Kết quả: ngựa+ngựa vằn dâu tây - -, Z + X - -
Quy tắc: = Z * = X | = Z X * = | Z = X * = | = Z X = * | Kết quả: dưa hấu sư tử = dưa hấu * =, Z = X * =
Quy tắc: X Z + = | Z + = X | = + X Z Z | + Z = X | Kết quả: = + cá voi dưa hấu đào hải cẩu đào hải cẩu, = + X Z Z
Quy tắc: = Z Y * | = * Y Z | Y * Z = | Z Z Y * = | Kết quả: chim cánh cụt đào cá voi chim cánh cụt * =, Z Z Y * =
Quy tắc: X = = - Z | - = X Z = | X - Z = | = Z X - = | Kết quả: sư tử kiwi = = - chuột chuối, X = - Z
Quy tắc: * = Z X | = * Z X | X * = Z | X * X Z = | Kết quả: niêm phong kiwi * niêm phong kiwi =, X * X Z =
Quy tắc: = Y * + | Y + * = | Y * = + | + Y Y = * | Kết quả: + cá mập cá mập = *, + Y Y = *
Quy tắc: X - * | * - X | X - * | X X X - * | Kết quả: đại bàng đại bàng đại bàng - *, X X X - *
Quy tắc: X - * Z | * X - Z | - Z * X | Z X Z * - | Kết quả: blackberry dưa hấu blackberry * -, Z X Z * -
Quy tắc: + Z = X - | + Z = X - | = X Z - + | + X - = Z | Kết quả: = chim cánh cụt cá voi sư tử - +, = X Z - +
Quy tắc: = * Z Y | * Z Y = | Z Y * = | = * Z Y Y | Kết quả: = * chuối lê việt quất việt quất, = * Z Y Y
Quy tắc: Z + * Z | * + Z | * Z + | Z + * | Kết quả: dâu tây + * dâu tây, Z + * Z
Quy tắc: * - X Z = | X = Z - * | - X * Z = | - X X * Z = | Kết quả: - lê dâu tây lê lê * táo =, - X X * Z =
Quy tắc: + Z Y + = | + = Y Z + | + + = Y Z | + = Z Y + | Kết quả: + = việt quất đào việt quất +, + = Z Y +
Quy tắc: = + + Z Z | Z = + | + + = Z | Z + + = | Kết quả: = + + cá voi, = + Z Z
Quy tắc: * X * Z | * * Z X | Z * * X | Z X * * Z | Kết quả: con dấu rắn hổ mang trâu lê * * con dấu rắn hổ mang, Z X* * Z
Quy tắc: Y + Z * | + Y Z * | * + Y Z | * + Z Y | Kết quả: * + cò nho, * + Y Z
Quy tắc: * = Y + | + = * Y | = Y Y + * | + Y * = | Kết quả: = cá mập cá mập + *, = Y Y + *
Quy tắc: = - = Z Y | Z Y = - | = Y = - Z | = Z - Y = | Kết quả: = rắn hổ mang - chuối =, = Z - Y =
Quy tắc: = Z + X = | X Z = = + | = X + Z = | + = X Z | Kết quả: chim cánh cụt nho = = +, X Z = +
Quy tắc: * - Y X * | * * X Y - | - * Y X * | * * Y - X | Kết quả: * - rắn hổ mang cò chuối *, * - Y X *
Quy tắc: - + Y Y Z | Y Z + - | + Z - Y | - + Y Z | Kết quả: - + rắn hổ mang voi cá mập rắn hổ mang, - + Y Y Z
Quy tắc: X = = | X = = | = | = X = | X = | Kết quả: cá mập chuối = = cá mập chuối = =, X = X =
Quy tắc: Z - * Y | * Y Z - | - Y Z * | Y - * Z | Kết quả: - cò đào lê *, - Y Z *
Quy tắc: X Z - - = | - = Z - X | = X - - Z X | = X - Z - | Kết quả: = nho kiwi - - cò lê kiwi nho, = X - - Z X
Quy tắc: - X Y * | - * Y X | - X * Y | X Y - * | Kết quả: - đào việt quất *, - X Y *
Quy tắc: Y * + = | * = Y + | Y = * + Y | Y + = * | Kết quả: táo táo = * + táo, Y = * + Y
Quy tắc: = - X X Z * | * X = - Z | - * X Z = | X = * Z - | Kết quả: = - ngựa nho *, = - X X Z *
Quy tắc: - Y + + | + Y + - | + Y + - | - Y + + | Kết quả: + nho đào + đào -, + Y + Y -
Quy tắc: Z - Y - Y = | - - = Z Y | - - Z = Y | Z = - - Y | Kết quả: cá mập - cá voi - cá voi =, Z - Y =
Quy tắc: X = Z - | = - Z X | Z = X - | - = X Z Z | Kết quả: - = chuột táo ngựa vằn, - = X Z Z
Quy tắc: = - Z | Z - = Z | - = Z | - Z = | Kết quả: kiwi dâu tây - = kiwi dâu tây, Z - = Z
Quy tắc: = X Z * - | = - Z X * | Z X = - * | Z - = X * | Kết quả: = chim cánh cụt đại bàng * -, = X Z * -
Quy tắc: + - * Y Z | - Z + * Y | - Y + Z * | + - Y * Z | Kết quả: + - rắn hổ mang cò * chuột cá mập, + - Y * Z
Quy tắc: * Y X = - | - X Y = * | Y - X * = | X * Y - = X | Kết quả: chuối blackberry * sư tử chuột - = chuối blackberry, X * Y - = X
Quy tắc: Y * + X Y | Y X + * | X Y * + | + * Y X | Kết quả: trâu đào * + chim cánh cụt trâu đào, Y * + X Y
Quy tắc: * X - Z = Y | = - Z * X Y | X Y * - = Z | Y * Z X = - | Kết quả: cá voi chuối cá voi * - = dưa hấu, X Y * - = Z
Quy tắc: - Z = | = Z Z - | = - Z | - = Z | Kết quả: = nho nho -, = Z Z -
Quy tắc: Y X = - = | = X = - Y | X Y = - Y | X = Y = - | Kết quả: cá mập trâu sư tử dâu = = - dâu tây cá mập, X Y = = - Y
Quy tắc: Z X - * Y | Z Y X - * | - * X Z Y | - X Y * Z | Kết quả: - sư tử nho ngựa vằn trâu * cò, - X Y * Z
Quy tắc: + X + - Y | + Y + X - | X + Y - + | Y - + X | Kết quả: dưa hấu blackberry - + nho dâu đen, Y - + X
Quy tắc: Z Y * - Y - | * Z Y - - | Z - * Y - | - Y Z - * | Kết quả: táo đại bàng đào * - táo -, Z Y * - Y -
Quy tắc: X Z - * - | * X - Z - | - Z * - X | Z - * X - | Kết quả: quả việt quất - * lê chim cánh cụt -, Z - * X -
Quy tắc: * Z Y - * | Y Z * Y - | Y * Z * - | * Z - Y * | Kết quả: sư tử rắn hổ mang táo * táo -, Y Z * Y -
Quy tắc: X + Z * Y | X Y * Z + | Z * X + Y | * Z X + Y | Kết quả: lê + rắn hổ mang * sư tử, X + Z * Y
Quy tắc: Y + + Z * | + Z * Y + | Z + Y + * | + Z Y + * | Kết quả: chuột chim cánh cụt + táo sư tử + *, Z + Y + *
Quy tắc: X = Z - + | - + = X Z | X + = - Z | Z + X - = Z | Kết quả: cá mập dâu tây + chim cánh cụt sư tử - = cá mập dâu tây, Z + X - = Z
Quy tắc: Y - - Z X | - X Y Z - | Z Y - X - | - X Y Z | Kết quả: ngựa ngựa - - cò sư tử trâu, Y - - Z X
Quy tắc: X Y * = | = Y X * | * = X Y | = Y X * | Kết quả: dâu tây rắn hổ mang đào * =, X Y * =
Quy tắc: * X - Y | Y Y X * - | X * - Y | * - X Y | Kết quả: cá mập trâu cá mập trâu ngựa đại bàng cá mập * -, Y Y X * -
Quy tắc: X = - Y - | = Y - X - | - X - Y = | X = Y - X - | Kết quả: táo cá mập = cò sư tử - táo cá mập -, X = Y - X -
Quy tắc: Y - - + | Y - - - - Y + Y | + Y - - | Kết quả: - - táo đào + táo đào, - - Y + Y
Quy tắc: - * X + Y | X * Y + - | + * X Y - | * - X Y + | Kết quả: + * ngựa vằn chuối đại bàng -, + * X Y -
Quy tắc: = Y Z + | Z Y + = Z | = Z + Y | Y Z = + | Kết quả: cá mập sư tử việt quất + = cá mập sư tử, Z Y + = Z
Quy tắc: Y - Z = Z | = Z - Y | = Z Y - | Y Z - = | Kết quả: nho sư tử - trâu = trâu, Y - Z = Z
Quy tắc: - + X Y - X | - X - + Y | Y + - - X | Y X - - - + | Kết quả: - + cá mập đại bàng ngựa đen - cá mập blackberry, - + X Y - X
Quy tắc: Y * Z - | Z Y * - | Z Y * - | Z Y * - | Kết quả: táo kiwi táo * -, Z Y * -
Quy tắc: - X - Y + | X - + - Y X | - Y X - + | X - Y + - | Kết quả: đại bàng đào - + - cá voi đào đại bàng, X - + - Y X
Quy tắc: - * Y Z - | - * - Z Y | - Y * - Z | Y Z * - Y - | Kết quả: lê ngựa vằn * - lê -, Y Z * - Y -
Quy tắc: = Y + X = | = X + = Y | = Y + X = Y | = X + = Y | Kết quả: = cá voi + kiwi blackberry = cá voi, = Y + X = Y
Quy tắc: = Z = + | Z = = + | Z + Z = = | = Z + | Kết quả: cá mập + cá mập = =, Z + Z = =
Quy tắc: X - = Z | = - Z X | X - = Z | X = Z - | Kết quả: = - dưa hấu nho việt quất, = - Z X
Quy tắc: Y = Z = X + | + = Y = Z X | Y = + Z X = | = Z + X Y = | Kết quả: + = kiwi ngựa vằn = dưa hấu dâu tây lê, + = Y = Z X
Quy tắc: * Y + | Y * + Y | * Y + | Y * + | Kết quả: cá voi chuối * + cá voi chuối, Y * + Y
Quy tắc: Z - X * | Z X - * | X * Z - | Z * X - | Kết quả: chuột - lê *, Z - X *
Quy tắc: - = Y X = | = = Y X - | X Y - = | - Y Y = X = | Kết quả: - lê lê = blackberry =, - Y Y = X =
Quy tắc: Y - * X Z | * Y X - Z | Y X * Z - | - Z * X Y | Kết quả: * chuối sư tử việt quất - rắn hổ mang dâu, * Y X - Z
Quy tắc: - X = + Z | - + Z = X X | - + = X Z | X + = - Z | Kết quả: - + chuối = dâu tây, - + Z = X X
Quy tắc: + Z Y X * | X Y * Z + | X +* Y Z | * + X Z Y | Kết quả: + trâu cá mập trâu cá voi nho *, + Z Y X *
Quy tắc: + Z = | + Z = Z | = + Z | + = Z | Kết quả: + con dấu việt quất = con dấu việt quất, + Z = Z
Quy tắc: - = Z Y - | = Z - - Y | Z = - Y | Z = - Y - | Kết quả: - = cá mập chuối đại bàng -, - = Z Y -
Quy tắc: X Y = + Z + | X + Y + = Z | Y + Z + = X | + = Y X + Z | Kết quả: + = cá voi kiwi + ngựa, + = Y X + Z
Quy tắc: X * * + Y | X * Y + * | * Y X + * | * + X * Y X | Kết quả: * + chim cánh cụt rắn hổ mang * chim cánh cụt rắn hổ mang nho, * + X * Y X
Quy tắc: Z = * + X | + Z * = X | + Z = * X | + X Z * = | Kết quả: + con dấu chuột rắn hổ mang lê * =, + X Z * =
Quy tắc: - Z Y X + * | X + Z Y * - | - Y + Z * X | Y - + * X Z | Kết quả: cò - + * rắn hổ mang kiwi, Y - + * X Z
Quy tắc: Z Y = + X - | Z + Y - X = | Y Z = X + - | - Z + X = Y | Kết quả: - ngựa + cá mập lê = trâu, - Z + X = Y
Quy tắc: - X Z - | - Z X - X | - Z - X | Kết quả: - chim cánh cụt việt quất việt quất - việt quất việt quất, - Z X - X
Quy tắc: X * - + | - X * + X | * + X - | - X * + | Kết quả: - con dấu chim cánh cụt * + con dấu chim cánh cụt, - X * + X
Quy tắc: Z + X * + Y | Z Y * X + | Y * X + + | Z Y * X + | Kết quả: đại bàng kiwi * nho chuột +, Z Y * X + +
Quy tắc: - - Z Y | Z - Y | Y Z - - | - Z - Y | Kết quả: rắn hổ mang nho - -, Y Z - -
Quy tắc: Z - - X | Z - Z X - | - - X Z | - X - Z | Kết quả: nho - kiwi nho -, Z - Z X -
Quy tắc: Y - - X | X - Y - | Y X - - | - Y X | Kết quả: dưa hấu - cá mập chim cánh cụt -, X - Y -
Quy tắc: * = Y X * | * Y X * = | * X Y * = | = X Y * * | Kết quả: * đào cá voi việt quất * =, * Y X * =
Quy tắc: - X = Y | - Y = X | = Y - X | Y - = X | Kết quả: = blackberry blackberry - rắn hổ mang chim cánh cụt, = Y - X
Quy tắc: + Z * Y | Z + * Y | + * Z Y | * Y + Z | Kết quả: + dâu ngựa* ngựa vằn, + Z * Y
