source,target
"Rules: * Y - * X Z | Substitutions: X by "" shark "" , Y by "" stork "" , Z by "" stork """,* stork - * shark stork
"Rules: Z Y = + | Substitutions: Y by "" grape grape "" , Z by "" eagle whale """,eagle whale grape grape = +
"Rules: Y - Y - | Substitutions: Y by "" whale strawberry """,whale strawberry - whale strawberry -
"Rules: Z - Z * | Substitutions: Z by "" shark lion """,shark lion - shark lion *
"Rules: * Z + Y * | Substitutions: Y by "" shark banana "" , Z by "" banana """,* banana + shark banana *
"Rules: + = Z - Y | Substitutions: Y by "" seal "" , Z by "" blackberry apple """,+ = blackberry apple - seal
"Rules: Z * Z Z = | Substitutions: Z by "" zebra banana """,zebra banana * zebra banana zebra banana =
"Rules: Y * - Z | Substitutions: Y by "" eagle seal "" , Z by "" strawberry blueberry """,eagle seal * - strawberry blueberry
"Rules: Z + * = Y | Substitutions: Y by "" grape stork "" , Z by "" rat """,rat + * = grape stork
"Rules: Y Y * - X | Substitutions: X by "" apple lion "" , Y by "" rat blackberry """,rat blackberry rat blackberry * - apple lion
"Rules: Z Y - + | Substitutions: Y by "" eagle grape "" , Z by "" blackberry """,blackberry eagle grape - +
"Rules: + X - X * | Substitutions: X by "" grape whale """,+ grape whale - grape whale *
"Rules: X Y * + | Substitutions: X by "" pear "" , Y by "" apple """,pear apple * +
"Rules: Z + + Z | Substitutions: Z by "" apple """,apple + + apple
"Rules: Z = * Y | Substitutions: Y by "" blueberry "" , Z by "" whale """,whale = * blueberry
"Rules: Z Z * = | Substitutions: Z by "" zebra banana """,zebra banana zebra banana * =
"Rules: X + = Y | Substitutions: X by "" lion "" , Y by "" cobra """,lion + = cobra
"Rules: - Y X Y = | Substitutions: X by "" cobra watermelon "" , Y by "" blackberry watermelon """,- blackberry watermelon cobra watermelon blackberry watermelon =
"Rules: - = Z - X | Substitutions: X by "" whale kiwi "" , Z by "" watermelon horse """,- = watermelon horse - whale kiwi
"Rules: Y X X - = | Substitutions: X by "" stork "" , Y by "" penguin """,penguin stork stork - =
"Rules: Z Z - * | Substitutions: Z by "" penguin banana """,penguin banana penguin banana - *
"Rules: * Z - = Z | Substitutions: Z by "" watermelon banana """,* watermelon banana - = watermelon banana
"Rules: Y X = = * | Substitutions: X by "" shark blueberry "" , Y by "" strawberry """,strawberry shark blueberry = = *
"Rules: Y = - - X | Substitutions: X by "" banana "" , Y by "" eagle strawberry """,eagle strawberry = - - banana
"Rules: - + Z Z | Substitutions: Z by "" shark """,- + shark shark
"Rules: + Z = Y | Substitutions: Y by "" blackberry zebra "" , Z by "" banana """,+ banana = blackberry zebra
"Rules: - Z + Z + X | Substitutions: X by "" horse "" , Z by "" peach shark """,- peach shark + peach shark + horse
"Rules: + + Y Y Y * | Substitutions: Y by "" peach """,+ + peach peach peach *
"Rules: * Z Y Z + | Substitutions: Y by "" blueberry "" , Z by "" pear pear """,* pear pear blueberry pear pear +
"Rules: * - Z Y = Z | Substitutions: Y by "" lion "" , Z by "" buffalo apple """,* - buffalo apple lion = buffalo apple
"Rules: Y Z + + Z - | Substitutions: Y by "" stork "" , Z by "" buffalo """,stork buffalo + + buffalo -
"Rules: + Z * X | Substitutions: X by "" whale apple "" , Z by "" peach """,+ peach * whale apple
"Rules: + Y Z Z = | Substitutions: Y by "" strawberry kiwi "" , Z by "" strawberry """,+ strawberry kiwi strawberry strawberry =
"Rules: Y Y + + X | Substitutions: X by "" pear "" , Y by "" stork """,stork stork + + pear
"Rules: = - X Y - X | Substitutions: X by "" apple "" , Y by "" zebra """,= - apple zebra - apple
"Rules: Z Z = + Y | Substitutions: Y by "" apple kiwi "" , Z by "" rat """,rat rat = + apple kiwi
"Rules: Z * + X = X | Substitutions: X by "" strawberry apple "" , Z by "" blackberry buffalo """,blackberry buffalo * + strawberry apple = strawberry apple
"Rules: X = - Z | Substitutions: X by "" whale "" , Z by "" peach """,whale = - peach
"Rules: + - Y Y * | Substitutions: Y by "" zebra """,+ - zebra zebra *
"Rules: * X = - Y X | Substitutions: X by "" pear blackberry "" , Y by "" seal eagle """,* pear blackberry = - seal eagle pear blackberry
"Rules: X + Z Y = | Substitutions: X by "" whale apple "" , Y by "" blueberry horse "" , Z by "" blueberry """,whale apple + blueberry blueberry horse =
"Rules: Z Z * - X - | Substitutions: X by "" seal "" , Z by "" zebra """,zebra zebra * - seal -
"Rules: - - Y Y * | Substitutions: Y by "" buffalo kiwi """,- - buffalo kiwi buffalo kiwi *
"Rules: Y = X - Y = | Substitutions: X by "" peach "" , Y by "" watermelon """,watermelon = peach - watermelon =
"Rules: X = * Y = | Substitutions: X by "" apple "" , Y by "" watermelon blackberry """,apple = * watermelon blackberry =
"Rules: + = Z Y | Substitutions: Y by "" grape "" , Z by "" cobra blackberry """,+ = cobra blackberry grape
"Rules: * - X - X | Substitutions: X by "" cobra """,* - cobra - cobra
"Rules: Y + - X | Substitutions: X by "" shark lion "" , Y by "" seal eagle """,seal eagle + - shark lion
"Rules: - Y Z - Y * | Substitutions: Y by "" eagle blackberry "" , Z by "" whale """,- eagle blackberry whale - eagle blackberry *
"Rules: Z * Z = | Substitutions: Z by "" cobra """,cobra * cobra =
"Rules: - Z Z = = | Substitutions: Z by "" blackberry eagle """,- blackberry eagle blackberry eagle = =
"Rules: Z * Z - Y | Substitutions: Y by "" apple "" , Z by "" shark """,shark * shark - apple
"Rules: + Z X * X | Substitutions: X by "" blackberry lion "" , Z by "" blackberry """,+ blackberry blackberry lion * blackberry lion
"Rules: Z + = Z Z | Substitutions: Z by "" blackberry """,blackberry + = blackberry blackberry
"Rules: - Z * Z | Substitutions: Z by "" eagle grape """,- eagle grape * eagle grape
"Rules: = X - X | Substitutions: X by "" shark """,= shark - shark
"Rules: * Y - X | Substitutions: X by "" buffalo eagle "" , Y by "" eagle lion """,* eagle lion - buffalo eagle
"Rules: + = * X Z X | Substitutions: X by "" whale "" , Z by "" peach """,+ = * whale peach whale
"Rules: - = Y Z = X | Substitutions: X by "" penguin "" , Y by "" kiwi blueberry "" , Z by "" eagle eagle """,- = kiwi blueberry eagle eagle = penguin
"Rules: - Z Z + | Substitutions: Z by "" stork grape """,- stork grape stork grape +
"Rules: * = Z X | Substitutions: X by "" buffalo blackberry "" , Z by "" blackberry stork """,* = blackberry stork buffalo blackberry
"Rules: * X Y = = | Substitutions: X by "" seal "" , Y by "" buffalo """,* seal buffalo = =
"Rules: * * Z Y Z | Substitutions: Y by "" grape "" , Z by "" rat kiwi """,* * rat kiwi grape rat kiwi
"Rules: Z Z = = * | Substitutions: Z by "" watermelon cobra """,watermelon cobra watermelon cobra = = *
"Rules: X X Z * + * | Substitutions: X by "" horse seal "" , Z by "" peach eagle """,horse seal horse seal peach eagle * + *
"Rules: Z - X Y + * | Substitutions: X by "" zebra stork "" , Y by "" whale cobra "" , Z by "" rat banana """,rat banana - zebra stork whale cobra + *
"Rules: = Y = X | Substitutions: X by "" buffalo "" , Y by "" blueberry """,= blueberry = buffalo
"Rules: = X X * Z | Substitutions: X by "" lion "" , Z by "" blackberry """,= lion lion * blackberry
"Rules: * Y - + X | Substitutions: X by "" pear watermelon "" , Y by "" grape peach """,* grape peach - + pear watermelon
"Rules: - Y X Y * | Substitutions: X by "" whale watermelon "" , Y by "" seal banana """,- seal banana whale watermelon seal banana *
"Rules: * + Z X | Substitutions: X by "" kiwi shark "" , Z by "" apple """,* + apple kiwi shark
"Rules: Y + Z + = | Substitutions: Y by "" zebra lion "" , Z by "" lion banana """,zebra lion + lion banana + =
"Rules: = X Z * | Substitutions: X by "" blueberry blackberry "" , Z by "" buffalo apple """,= blueberry blackberry buffalo apple *
"Rules: Y - Y Z * | Substitutions: Y by "" stork buffalo "" , Z by "" penguin lion """,stork buffalo - stork buffalo penguin lion *
"Rules: = Z * Y = | Substitutions: Y by "" pear "" , Z by "" cobra """,= cobra * pear =
"Rules: = Y = X = | Substitutions: X by "" blackberry "" , Y by "" apple """,= apple = blackberry =
"Rules: + X = + X X | Substitutions: X by "" blackberry """,+ blackberry = + blackberry blackberry
"Rules: = Y - X - | Substitutions: X by "" eagle "" , Y by "" kiwi """,= kiwi - eagle -
"Rules: Z + * X X | Substitutions: X by "" strawberry "" , Z by "" grape """,grape + * strawberry strawberry
"Rules: Y = + Z | Substitutions: Y by "" grape shark "" , Z by "" shark cobra """,grape shark = + shark cobra
"Rules: = - = Z Y | Substitutions: Y by "" grape "" , Z by "" penguin """,= - = penguin grape
"Rules: Z + X - - | Substitutions: X by "" peach "" , Z by "" apple """,apple + peach - -
"Rules: - * Z Z X | Substitutions: X by "" shark "" , Z by "" peach """,- * peach peach shark
"Rules: + Y X = Z | Substitutions: X by "" zebra "" , Y by "" horse "" , Z by "" buffalo """,+ horse zebra = buffalo
"Rules: X * X Y - | Substitutions: X by "" zebra apple "" , Y by "" kiwi eagle """,zebra apple * zebra apple kiwi eagle -
"Rules: * Z = * Z Z | Substitutions: Z by "" lion pear """,* lion pear = * lion pear lion pear
"Rules: Y + Y Z + * | Substitutions: Y by "" whale blueberry "" , Z by "" whale horse """,whale blueberry + whale blueberry whale horse + *
"Rules: - Z Y * X | Substitutions: X by "" seal "" , Y by "" buffalo shark "" , Z by "" eagle """,- eagle buffalo shark * seal
"Rules: X + + Y Z + | Substitutions: X by "" rat pear "" , Y by "" buffalo whale "" , Z by "" shark """,rat pear + + buffalo whale shark +
"Rules: * * Y Z | Substitutions: Y by "" zebra "" , Z by "" blueberry """,* * zebra blueberry
"Rules: Z - Y + X | Substitutions: X by "" seal zebra "" , Y by "" shark blueberry "" , Z by "" shark cobra """,shark cobra - shark blueberry + seal zebra
"Rules: + = Z Z X | Substitutions: X by "" lion apple "" , Z by "" zebra """,+ = zebra zebra lion apple
"Rules: + - = Y Y | Substitutions: Y by "" apple pear """,+ - = apple pear apple pear
"Rules: Z = = - Y | Substitutions: Y by "" blueberry "" , Z by "" strawberry watermelon """,strawberry watermelon = = - blueberry
"Rules: Z - + Z Z | Substitutions: Z by "" peach """,peach - + peach peach
"Rules: X = * Z | Substitutions: X by "" zebra "" , Z by "" banana watermelon """,zebra = * banana watermelon
"Rules: - - Z Z Z + | Substitutions: Z by "" watermelon """,- - watermelon watermelon watermelon +
"Rules: * Y = * X Y | Substitutions: X by "" blackberry watermelon "" , Y by "" lion """,* lion = * blackberry watermelon lion
"Rules: Z - X = Z | Substitutions: X by "" grape seal "" , Z by "" grape rat """,grape rat - grape seal = grape rat
"Rules: - X Z + = | Substitutions: X by "" apple horse "" , Z by "" rat """,- apple horse rat + =
"Rules: * Z X + - Z | Substitutions: X by "" lion "" , Z by "" grape """,* grape lion + - grape
"Rules: Z * - - Y | Substitutions: Y by "" watermelon rat "" , Z by "" zebra eagle """,zebra eagle * - - watermelon rat
"Rules: = X Z = | Substitutions: X by "" watermelon whale "" , Z by "" cobra penguin """,= watermelon whale cobra penguin =
"Rules: X + = - Y | Substitutions: X by "" peach rat "" , Y by "" stork whale """,peach rat + = - stork whale
"Rules: Y Y + * | Substitutions: Y by "" peach blackberry """,peach blackberry peach blackberry + *
"Rules: Z Y = * | Substitutions: Y by "" apple horse "" , Z by "" cobra """,cobra apple horse = *
"Rules: = X = + X | Substitutions: X by "" whale buffalo """,= whale buffalo = + whale buffalo
"Rules: Z Y + - + Y | Substitutions: Y by "" horse "" , Z by "" apple """,apple horse + - + horse
"Rules: * Z - - Z Y | Substitutions: Y by "" zebra stork "" , Z by "" lion """,* lion - - lion zebra stork
"Rules: * + X Z * | Substitutions: X by "" blueberry lion "" , Z by "" seal watermelon """,* + blueberry lion seal watermelon *
"Rules: + Y - Z | Substitutions: Y by "" strawberry "" , Z by "" strawberry rat """,+ strawberry - strawberry rat
"Rules: = X * Y - Y | Substitutions: X by "" whale "" , Y by "" apple buffalo """,= whale * apple buffalo - apple buffalo
"Rules: + X * Y + X | Substitutions: X by "" peach rat "" , Y by "" banana grape """,+ peach rat * banana grape + peach rat
"Rules: Y - + Y Y | Substitutions: Y by "" cobra """,cobra - + cobra cobra
"Rules: Z = X - = | Substitutions: X by "" seal "" , Z by "" blackberry seal """,blackberry seal = seal - =
"Rules: * Y + Z X | Substitutions: X by "" horse "" , Y by "" apple lion "" , Z by "" strawberry stork """,* apple lion + strawberry stork horse
"Rules: X X Y = = | Substitutions: X by "" buffalo "" , Y by "" strawberry """,buffalo buffalo strawberry = =
"Rules: + X * Z Y * | Substitutions: X by "" strawberry buffalo "" , Y by "" blueberry "" , Z by "" seal """,+ strawberry buffalo * seal blueberry *
"Rules: Z - * X | Substitutions: X by "" grape horse "" , Z by "" strawberry """,strawberry - * grape horse
"Rules: Y Z - Y + | Substitutions: Y by "" strawberry pear "" , Z by "" shark blackberry """,strawberry pear shark blackberry - strawberry pear +
"Rules: Z - Y Y * | Substitutions: Y by "" peach buffalo "" , Z by "" stork """,stork - peach buffalo peach buffalo *
"Rules: Z Y = Y * - | Substitutions: Y by "" stork "" , Z by "" rat """,rat stork = stork * -
"Rules: * Z X - Y * | Substitutions: X by "" watermelon peach "" , Y by "" grape lion "" , Z by "" grape whale """,* grape whale watermelon peach - grape lion *
"Rules: = = Z + Z | Substitutions: Z by "" grape horse """,= = grape horse + grape horse
"Rules: * Z Y - Z * | Substitutions: Y by "" blackberry "" , Z by "" lion pear """,* lion pear blackberry - lion pear *
"Rules: Z X = + Z + | Substitutions: X by "" shark eagle "" , Z by "" peach """,peach shark eagle = + peach +
"Rules: - Y + = X | Substitutions: X by "" lion pear "" , Y by "" whale shark """,- whale shark + = lion pear
"Rules: Z = X X - | Substitutions: X by "" cobra blueberry "" , Z by "" buffalo """,buffalo = cobra blueberry cobra blueberry -
"Rules: X - Z X = + | Substitutions: X by "" apple "" , Z by "" lion blackberry """,apple - lion blackberry apple = +
"Rules: * = X X - Z | Substitutions: X by "" pear "" , Z by "" shark """,* = pear pear - shark
"Rules: Z = + Z | Substitutions: Z by "" apple """,apple = + apple
"Rules: = = Z + Y | Substitutions: Y by "" pear zebra "" , Z by "" cobra """,= = cobra + pear zebra
"Rules: X - = + Y Z | Substitutions: X by "" horse "" , Y by "" lion "" , Z by "" seal cobra """,horse - = + lion seal cobra
"Rules: X = Y - | Substitutions: X by "" shark "" , Y by "" peach """,shark = peach -
"Rules: Y = + Z | Substitutions: Y by "" shark lion "" , Z by "" horse """,shark lion = + horse
"Rules: * Y + * X | Substitutions: X by "" apple "" , Y by "" grape peach """,* grape peach + * apple
"Rules: Z + = X + | Substitutions: X by "" peach kiwi "" , Z by "" stork banana """,stork banana + = peach kiwi +
"Rules: Y = Z - - | Substitutions: Y by "" shark "" , Z by "" shark kiwi """,shark = shark kiwi - -
"Rules: + X Y X = | Substitutions: X by "" pear "" , Y by "" horse kiwi """,+ pear horse kiwi pear =
"Rules: Y * Y - = | Substitutions: Y by "" grape watermelon """,grape watermelon * grape watermelon - =
"Rules: X * + Z | Substitutions: X by "" blueberry "" , Z by "" seal blueberry """,blueberry * + seal blueberry
"Rules: - X * Z X | Substitutions: X by "" apple grape "" , Z by "" buffalo """,- apple grape * buffalo apple grape
"Rules: + - X X | Substitutions: X by "" zebra rat """,+ - zebra rat zebra rat
"Rules: - Y - X | Substitutions: X by "" zebra apple "" , Y by "" zebra zebra """,- zebra zebra - zebra apple
"Rules: + = X Z Y + | Substitutions: X by "" kiwi shark "" , Y by "" rat "" , Z by "" strawberry """,+ = kiwi shark strawberry rat +
"Rules: + + X Z | Substitutions: X by "" eagle "" , Z by "" whale """,+ + eagle whale
"Rules: Z = X - + Z | Substitutions: X by "" whale buffalo "" , Z by "" cobra strawberry """,cobra strawberry = whale buffalo - + cobra strawberry
"Rules: X Z X - + | Substitutions: X by "" blueberry "" , Z by "" grape """,blueberry grape blueberry - +
"Rules: = Z = - Z | Substitutions: Z by "" kiwi """,= kiwi = - kiwi
"Rules: Y Y X * + | Substitutions: X by "" buffalo banana "" , Y by "" blackberry pear """,blackberry pear blackberry pear buffalo banana * +
"Rules: Z X = X * | Substitutions: X by "" cobra apple "" , Z by "" pear whale """,pear whale cobra apple = cobra apple *
"Rules: X - Y Y + | Substitutions: X by "" zebra kiwi "" , Y by "" watermelon zebra """,zebra kiwi - watermelon zebra watermelon zebra +
"Rules: X + Z Z - | Substitutions: X by "" lion lion "" , Z by "" apple """,lion lion + apple apple -
"Rules: Y = * = X Z | Substitutions: X by "" pear "" , Y by "" seal shark "" , Z by "" apple """,seal shark = * = pear apple
"Rules: = + X - Z X | Substitutions: X by "" rat "" , Z by "" rat watermelon """,= + rat - rat watermelon rat
"Rules: + Z Z = | Substitutions: Z by "" peach strawberry """,+ peach strawberry peach strawberry =
"Rules: Z * - Z Y + | Substitutions: Y by "" buffalo banana "" , Z by "" penguin """,penguin * - penguin buffalo banana +
"Rules: * Z Z - | Substitutions: Z by "" buffalo """,* buffalo buffalo -
