source,target
"Quy tắc: + Z = X | Thay thế: X bằng "" ngựa "" , Z bằng "" việt quất """,+ Quả việt quất = Ngựa
"Quy tắc: X + - = Z | Thay thế: X bởi "" dưa hấu "" , Z bởi "" dưa hấu lê """,dưa hấu + - = dưa hấu lê
"Quy tắc: = + X Y Z | Thay thế: X bởi "" sư tử "" , Y bởi "" sư tử hổ mang "" , Z bởi "" quả việt quất táo """,= + Rắn hổ mang sư tử quả việt quất táo
"Quy tắc: Z * Y - | Thay thế: Y bởi "" dâu tây "", Z bởi "" rắn hổ mang cò """,cò hổ mang * dâu tây -
"Quy tắc: Z Y - * Z | Thay thế: Y bằng "" đào "", Z bằng "" cò """,đào cò - * cò
"Quy tắc: X X Y + + - | Thay thế: X bởi "" kiwi chim cánh cụt "", Y bởi "" chuối """,chim cánh cụt kiwi chim cánh cụt kiwi chuối + + -
"Quy tắc: - = X Z | Thay thế: X bởi "" ngựa "" , Z bởi "" blackberry lion """,- = ngựa ngựa blackberry lion
"Quy tắc: Y * = Z | Thay thế: Y bởi "" blackberry grape "" , Z bởi "" rắn hổ mang """,nho blackberry * = rắn hổ mang
"Quy tắc: = Y - X | Thay thế: X bởi "" cò "" , Y bởi "" ngựa cá voi """,= ngựa voi - cò
"Quy tắc: Z X X * * + | Thay thế: X bằng "" chuối "" , Z bằng "" lê rắn hổ mang ""","rắn hổ mang, lê, chuối, chuối * * +"
"Quy tắc: Y + X Z * * | Thay thế: X bởi "" lê "" , Y bởi "" cá mập "" , Z bởi "" blackberry lion """,Cá mập + lê Blackberry Lion * *
"Quy tắc: X Z + - = | Thay thế: X bởi "" blackberry peach "" , Z bởi "" peach grape """,Nho đào đào blackberry + - =
"Quy tắc: Z * = + Z X | Thay thế: X bởi "" kiwi "" , Z bởi "" cá voi hổ mang """,Cá voi hổ mang * = + Kiwi cá voi rắn hổ mang
"Quy tắc: - X Z + Z | Thay thế: X bằng "" dưa hấu "", Z bằng "" đào """,- Dưa hấu đào + đào
"Quy tắc: Z = * Y - X | Thay thế: X bởi "" lion seal "" , Y bởi "" buffalo kiwi "" , Z bởi "" seal penguin """,Hải cẩu chim cánh cụt = * Kiwi trâu - Hải cẩu sư tử
"Quy tắc: Z - X X = | Thay thế: X bởi "" dâu tây "" , Z bởi "" kiwi việt quất """,Kiwi việt quất - dâu tây =
"Quy tắc: Y + X + Z | Thay thế: X bởi "" lê chuột "" , Y bởi "" blackberry nho "" , Z bởi "" ngựa vằn dưa hấu """,Nho Blackberry + Lê chuột + Ngựa vằn dưa hấu
"Quy tắc: * X + * Y | Thay thế: X bởi "" lion whale "" , Y bởi "" pear banana """,* Cá voi sư tử + * chuối lê
"Quy tắc: Z Z = = Z | Thay thế: Z bằng "" chuối """,chuối chuối = = chuối
"Quy tắc: X Z + * X | Thay thế: X bằng "" ngựa "" , Z bằng "" cá voi """,Cá voi ngựa + * ngựa
"Quy tắc: Z + = Z | Thay thế: Z bởi "" cá voi dưa hấu """,cá voi dưa hấu + = cá voi dưa hấu
"Quy tắc: Y Z X - + | Thay thế: X bởi "" đại bàng dưa hấu "", Y bởi "" cá mập "", Z bởi "" cá voi táo ""","Cá mập táo, cá voi, dưa hấu, đại bàng - +"
"Quy tắc: X X * = | Thay thế: X bởi "" chuột táo """,chuột táo chuột táo * =
"Quy tắc: X X = Z - | Thay thế: X bằng "" sư tử "", Z bằng "" con dấu """,sư tử sư tử = hải cẩu -
"Quy tắc: = + Y Y | Thay thế: Y bởi "" rắn hổ mang hải cẩu """,= + Hải cẩu rắn hổ mang
"Quy tắc: Z Z = + Z | Thay thế: Z bởi "" cò dâu """,cò dâu tây cò dâu = + cò dâu
"Quy tắc: * Y * Y Y - | Thay thế: Y bởi "" nho dâu """,* Nho dâu tây * Nho dâu tây -
"Quy tắc: Y Z - Y + | Thay thế: Y bởi "" cá voi "" , Z bởi "" sư tử """,Sư tử cá voi - Cá voi +
"Quy tắc: * Z * Z + | Thay thế: Z bởi "" chim cánh cụt """,* Chim cánh cụt * Chim cánh cụt +
"Quy tắc: Z * Z * Z - | Thay thế: Z bởi "" kiwi """,Kiwi * Kiwi * Kiwi -
"Quy tắc: = X = - Z | Thay thế: X bởi "" việt quất "" , Z bởi "" ngựa cá voi """,= quả việt quất = - ngựa cá voi
"Quy tắc: + - X Y | Thay thế: X bởi "" ngựa vằn trâu "" , Y bởi "" dâu tây dưa hấu ""","+ - Ngựa vằn trâu, dưa hấu, dâu tây"
"Quy tắc: Z - - Z | Thay thế: Z bởi "" lion seal """,Hải cẩu sư tử - - Hải cẩu sư tử
"Quy tắc: = Y Y Y - | Thay thế: Y bằng "" đào """,= đào -
"Quy tắc: Y Y = * Y - | Thay thế: Y bởi "" ngựa vằn """,Ngựa vằn = * ngựa vằn -
"Quy tắc: + = = Y Y | Thay thế: Y bởi "" chuột """,+ = = chuột chuột
"Quy tắc: - Z Y = + | Thay thế: Y bởi "" eagle "" , Z bởi "" blackberry seal """,- Đại bàng hải cẩu BlackBerry = +
"Quy tắc: X = Y X = | Thay thế: X bởi "" cá voi việt quất "" , Y bởi "" rắn hổ mang dâu """,Cá voi việt quất = rắn hổ mang dâu tây Cá voi việt quất =
"Quy tắc: * X + * X Y | Thay thế: X bởi "" blackberry horse "" , Y bởi "" whale watermelon """,* Blackberry Horse + * Blackberry Horse Whale Watermelon
"Quy tắc: = = X X = | Thay thế: X bởi "" chim cánh cụt dưa hấu """,= = chim cánh cụt dưa hấu chim cánh cụt =
"Quy tắc: - = Z Y | Thay thế: Y bởi "" lion strawberry "", Z bởi "" horse """,- = dâu tây sư tử ngựa
"Quy tắc: * Z X + X - | Thay thế: X bằng "" chuối trâu "", Z bằng "" sư tử """,* Chuối trâu sư tử + chuối trâu -
"Quy tắc: X = * Z - | Thay thế: X bởi "" eagle cobra "" , Z bởi "" apple blackberry """,rắn hổ mang đại bàng = * táo blackberry -
"Quy tắc: + X - Z | Thay thế: X bởi "" dưa hấu cò "" , Z bởi "" trâu ngựa vằn """,+ Cò dưa hấu - trâu ngựa vằn
"Quy tắc: - Y * X Z | Thay thế: X bằng "" chuối "", Y bằng "" ngựa vằn lê "", Z bằng "" trâu """,- Ngựa vằn lê * trâu chuối
"Quy tắc: X Y = * - Y | Thay thế: X bởi "" rắn hổ mang dưa hấu "" , Y bởi "" blackberry """,Rắn hổ mang dưa hấu BlackBerry = * - BlackBerry
"Quy tắc: Z = X + | Thay thế: X bởi "" việt quất chuối "" , Z bởi "" nho """,nho = chuối việt quất +
"Quy tắc: X = X + | Thay thế: X bởi "" cá voi """,cá voi = cá voi +
"Quy tắc: - Y = Z | Thay thế: Y bởi "" chuột việt quất "" , Z bởi "" blueberry lion """,- Chuột việt quất = Sư tử việt quất
"Quy tắc: * + x x y | Thay thế: X bằng "" chuột sư tử "" , Y bằng "" chuối ""","* + Sư tử Chuột, Sư tử, Chuột, Chuối"
"Quy tắc: Z * + Z Z | Thay thế: Z bởi "" lê dâu """,lê dâu tây * + lê dâu tây lê
"Quy tắc: * Z Y = + Z | Thay thế: Y bởi "" lion blackberry "" , Z bởi "" seal """,* Hải cẩu sư tử blackberry = + con dấu
"Quy tắc: - - Y * Y | Thay thế: Y bằng "" đào ngựa """,- - Đào ngựa * Đào ngựa
"Quy tắc: + Z X Z - + | Thay thế: X bởi "" việt quất "", Z bởi "" dưa hấu cò ""","+ Cò, dưa hấu, việt quất, cò, dưa hấu - +"
"Quy tắc: Y + X - | Thay thế: X bởi "" chim cánh cụt dâu "" , Y bởi "" chim cánh cụt cá voi """,Cá voi cánh cụt + chim cánh cụt dâu tây -
"Quy tắc: Z Y * - + | Thay thế: Y bằng "" seal "" , Z bởi "" shark """,Hải cẩu cá mập * - +
"Quy tắc: - Z * Y X - | Thay thế: X bởi "" kiwi chuột "" , Y bởi "" dưa hấu đào "" , Z bởi "" cá mập dưa hấu ""","- Cá mập dưa hấu * Dưa hấu đào, chuột, kiwi -"
"Quy tắc: = + X + Z | Thay thế: X bởi "" kiwi blackberry "" , Z bởi "" chuột """,= + Kiwi Blackberry + Chuột
"Quy tắc: * Z - Y | Thay thế: Y bằng "" dưa hấu "" , Z bằng "" dưa hấu dâu """,* Dưa hấu dâu tây - dưa hấu
"Quy tắc: Z Y = * X | Thay thế: X bằng "" chuối trâu "", Y bằng "" nho "", Z bằng "" ngựa trâu """,Nho ngựa trâu = * chuối trâu
"Quy tắc: + Y X * | Thay thế: X bằng "" chuối "" , Y bằng "" cá voi hổ mang """,+ Chuối cá voi hổ mang *
"Quy tắc: + Y Z Y + * | Thay thế: Y bởi "" kiwi chim cánh cụt "", Z bởi "" ngựa vằn ""","+ Kiwi chim cánh cụt, ngựa vằn, chim cánh cụt, kiwi + *"
"Quy tắc: = Z + * Y | Thay thế: Y bởi "" lion "" , Z bởi "" kiwi peach """,= đào kiwi + * sư tử
"Quy tắc: Y Y + Y - | Thay thế: Y bởi "" cá voi hổ mang """,Cá voi hổ mang Cá voi hổ mang + Cá voi hổ mang -
"Quy tắc: * = X * Z X | Thay thế: X bằng "" dâu tây ngựa "", Z bằng "" nho """,* = dâu tây ngựa * dâu tây ngựa nho
"Quy tắc: = Y Z = * X | Thay thế: X bởi "" eagle eagle "" , Y bởi "" banana zebra "" , Z bởi "" blueberry """,= Chuối ngựa vằn việt quất = * Đại bàng đại bàng
"Quy tắc: X + X + = X | Thay thế: X bởi "" sư tử """,sư tử + sư tử + = sư tử
"Quy tắc: Z X X * - = | Thay thế: X bằng "" rắn hổ mang đào "", Z bằng "" con cò """,con cò hải cẩu đào rắn hổ mang đào * - =
"Quy tắc: Y * Y X + - | Thay thế: X bởi "" cá voi cá mập "" , Y bởi "" ngựa vằn """,Ngựa vằn * Cá voi cá mập ngựa vằn + -
"Quy tắc: - - X Y | Thay thế: X bằng "" đại bàng ngựa "" , Y bằng "" trâu """,- - Trâu đại bàng ngựa
"Quy tắc: * + = Y Z | Thay thế: Y bởi "" shark blackberry "" , Z bởi "" horse """,* + = ngựa dâu đen cá mập
"Quy tắc: = Y = Y Y | Thay thế: Y bởi "" chim cánh cụt """,= chim cánh cụt = chim cánh cụt
"Quy tắc: X * - Y | Thay thế: X bởi "" việt quất "" , Y bởi "" chuối đào """,việt quất * - chuối đào
"Quy tắc: + = Z - Y X | Thay thế: X bằng "" trâu chuối "", Y bằng "" kiwi "", Z bằng "" dưa hấu hổ mang ""","+ = Dưa hấu rắn hổ mang - Kiwi, chuối, trâu"
"Quy tắc: = * X * Y | Thay thế: X bằng "" nho "" , Y bằng "" kiwi lê """,= * nho * lê kiwi
"Quy tắc: - X = Y Z | Thay thế: X bởi "" táo "" , Y bởi "" sư tử cò "" , Z bởi "" penguin apple ""","- táo = cò sư tử, chim cánh cụt, táo"
"Quy tắc: Z - = Z Z + | Thay thế: Z bởi "" lê blackberry """,lê blackberry - = lê blackberry lê blackberry +
"Quy tắc: X * - = X | Thay thế: X bởi "" dâu tây """,dâu tây * - = dâu tây
"Quy tắc: Z X + + + | Thay thế: X bởi "" kiwi cá voi "" , Z bởi "" chuột """,Kiwi cá voi chuột + + +
"Quy tắc: Y Z Y * - - | Thay thế: Y bởi "" eagle "" , Z bởi "" lion """,Đại bàng sư tử đại bàng * - -
"Quy tắc: Z = Z - + X | Thay thế: X bằng "" đào "" , Z bằng "" ngựa """,ngựa = ngựa - + đào
"Quy tắc: Z Z * - Y | Thay thế: Y bởi "" ngựa dâu "" , Z bởi "" ngựa vằn """,Ngựa vằn * - ngựa dâu tây
"Quy tắc: Y = + X Y | Thay thế: X bởi "" kiwi lion "" , Y bởi "" eagle """,Đại bàng = + Đại bàng sư tử kiwi
"Quy tắc: Y * = Y = | Thay thế: Y bởi "" con dấu việt quất """,hải cẩu việt quất * = hải cẩu quả việt quất =
"Quy tắc: Z Z + Y + | Thay thế: Y bằng "" dưa hấu "", Z bằng "" trâu hải cẩu """,Hải cẩu trâu trâu + dưa hấu +
"Quy tắc: * + Z Z * | Thay thế: Z bởi "" ngựa """,* + ngựa *
"Quy tắc: + Z Z - * | Thay thế: Z bởi "" dưa hấu kiwi ""","+ Kiwi, dưa hấu, kiwi, dưa hấu - *"
"Quy tắc: = = + Z Y | Thay thế: Y bởi "" penguin strawberry "" , Z bởi "" stork """,= = + dâu tây chim cánh cụt cò
"Quy tắc: X = * * X | Thay thế: X bởi "" chuột """,chuột chuột = * * chuột chuột
"Quy tắc: Y Z Y - = | Thay thế: Y bằng "" con dấu "", Z bằng "" chuột """,con dấu chuột hải cẩu - =
"Quy tắc: + = X Y | Thay thế: X bởi "" đại bàng "" , Y bởi "" ngựa vằn chim cánh cụt """,+ = Ngựa vằn chim cánh cụt đại bàng
"Quy tắc: = X Z Z - | Thay thế: X bởi "" kiwi "" , Z bởi "" việt quất ""","= Kiwi việt quất, việt quất, việt quất, việt quất -"
"Quy tắc: = * Z Y - Y | Thay thế: Y bằng "" chuột táo "", Z bằng "" táo """,= * Chuột táo - chuột táo
"Quy tắc: X * Y * - | Thay thế: X bằng "" con dấu "", Y bằng "" đào """,con dấu * đào đào * -
"Quy tắc: Y Y X = * | Thay thế: X bằng "" sư tử "", Y bằng "" dưa hấu """,dưa hấu dưa hấu sư tử = *
"Quy tắc: * Y - X = Y | Thay thế: X bằng "" chuột "" , Y bằng "" chuột """,* chuột - chuột = chuột
"Quy tắc: = X Z Z * | Thay thế: X bởi "" ngựa vằn hải cẩu "", Z bởi "" sư tử đào """,= Hải cẩu ngựa vằn đào sư tử đào sư tử *
"Quy tắc: Y = Y + Y | Thay thế: Y bởi "" sư tử đại bàng """,sư tử đại bàng = sư tử đại bàng + sư tử đại bàng
"Quy tắc: + Y - X Z + | Thay thế: X bởi "" việt quất "" , Y bởi "" ngựa dâu "" , Z bởi "" kiwi dưa hấu """,+ Ngựa dâu tây - Kiwi dưa hấu việt quất +
"Quy tắc: Y = X + = | Thay thế: X bởi "" blackberry peach "" , Y bởi "" nho """,nho = đào dâu đen + =
"Quy tắc: - - Z - Z | Thay thế: Z bởi "" blackberry """,- - BlackBerry - BlackBerry
"Quy tắc: Z + - * X Z | Thay thế: X bởi "" seal rat "" , Z bởi "" chuối """,chuối + - * hải cẩu chuột chuối
"Quy tắc: X = Z - | Thay thế: X bởi "" apple shark "" , Z bởi "" zebra blackberry """,Cá mập táo = Ngựa vằn Blackberry -
"Quy tắc: = = X X | Thay thế: X bởi "" kiwi cobra """,= = Kiwi rắn hổ mang Kiwi Rắn hổ mang kiwi
"Quy tắc: Z Z + X = | Thay thế: X bằng "" nho "" , Z bằng "" kiwi """,Kiwi kiwi + nho =
"Quy tắc: = * Z X Y | Thay thế: X bằng "" táo "" , Y bằng "" lê "" , Z bằng "" cá mập """,= * lê táo cá mập
"Quy tắc: Z - Z + | Thay thế: Z bởi "" peach """,đào - đào +
"Quy tắc: X Z = + | Thay thế: X bởi "" ngựa vằn việt quất "", Z bởi "" cá voi """,Cá voi ngựa vằn việt quất = +
"Quy tắc: * Z Z Y = | Thay thế: Y bởi "" blackberry "" , Z bởi "" dưa hấu trâu ""","* Dưa hấu trâu, dưa hấu, dâu đen ="
"Quy tắc: Z Z * + | Thay thế: Z bởi "" trâu """,trâu trâu * +
"Quy tắc: Z = Y = Y | Thay thế: Y bởi "" dưa hấu kiwi "" , Z bởi "" blackberry pear """,lê blackberry = dưa hấu kiwi = dưa hấu kiwi
"Quy tắc: Z = * Y | Thay thế: Y bằng "" seal "" , Z bởi "" zebra cobra """,Rắn hổ mang ngựa vằn = * hải cẩu
"Quy tắc: X Y = + = | Thay thế: X bởi "" đại bàng cá voi "" , Y bởi "" cá voi """,Cá voi đại bàng cá voi = + =
"Quy tắc: X + = Z Z | Thay thế: X bằng "" cá mập "", Z bằng "" con dấu """,cá mập + = con dấu
"Quy tắc: Y - Y * + | Thay thế: Y bởi "" kiwi """,Kiwi - Kiwi * +
"Quy tắc: Y * = Z | Thay thế: Y bởi "" blackberry chuối "" , Z bởi "" horse strawberry """,Chuối dâu đen * = dâu tây ngựa
"Quy tắc: X - + X Y | Thay thế: X bằng "" lê dưa hấu "" , Y bằng "" cá voi """,lê dưa hấu - + cá voi lê dưa hấu
"Quy tắc: Z Y = * Y * | Thay thế: Y bởi "" đào ngựa vằn "" , Z bởi "" việt quất ngựa vằn """,Ngựa vằn việt quất đào = * đào ngựa vằn *
"Quy tắc: = = X Y Y + | Thay thế: X bởi "" nho hổ mang "" , Y bởi "" kiwi blackberry ""","= = Rắn hổ mang nho, kiwi, dâu đen, kiwi, blackberry +"
"Quy tắc: - Z Y * | Thay thế: Y bởi "" táo blackberry "", Z bởi "" dâu tây """,- dâu tây táo blackberry *
"Quy tắc: = = X X | Thay thế: X bởi "" chim cánh cụt """,= = chim cánh cụt
"Quy tắc: X Y + Z * | Thay thế: X bởi "" lion peach "" , Y bởi "" zebra "" , Z bởi "" apple """,Ngựa vằn đào sư tử + táo *
"Quy tắc: + Z * X - | Thay thế: X bằng "" cá voi "", Z bằng "" chim cánh cụt """,+ Chim cánh cụt * Cá voi -
"Quy tắc: X X + + Z + | Thay thế: X bởi "" blackberry pear "" , Z bởi "" cobra """,lê blackberry lê blackberry + + rắn hổ mang +
"Quy tắc: * * + Z X | Thay thế: X bằng "" trâu "" , Z bằng "" cá mập """,* * + Trâu cá mập
"Quy tắc: Z X Y * = | Thay thế: X bằng "" nho "", Y bằng "" táo "", Z bằng "" đại bàng """,Táo nho đại bàng * =
"Quy tắc: = + X Y + | Thay thế: X bằng "" dưa hấu "", Y bằng "" đào dưa hấu """,= + Đào dưa hấu dưa hấu +
"Quy tắc: + Y = Z Y | Thay thế: Y bằng "" kiwi "", Z bằng "" chuối """,+ Kiwi = Kiwi chuối
"Quy tắc: - Z X = X - | Thay thế: X bởi "" chim cánh cụt dưa hấu "", Z bởi "" blackberry """,- Chim cánh cụt dưa hấu blackberry = chim cánh cụt dưa hấu -
"Quy tắc: * Z - Z | Thay thế: Z bởi "" dâu tây """,* dâu tây - dâu tây
"Quy tắc: Z X + - | Thay thế: X bởi "" rắn hổ mang chuối "" , Z bởi "" kiwi ngựa vằn """,Ngựa vằn Kiwi chuối rắn hổ mang + -
"Quy tắc: = + - X Y | Thay thế: X bởi "" chuột cánh cụt "" , Y bởi "" dâu trâu ""","= + - Chim cánh cụt chuột, trâu, dâu tây"
"Quy tắc: * = + Y X | Thay thế: X bằng "" trâu "" , Y bằng "" táo """,* = + Trâu táo
"Quy tắc: Y X + = | Thay thế: X bằng "" seal "" , Y bằng "" blackberry """,Con dấu BlackBerry + =
"Quy tắc: * X + Z | Thay thế: X bằng "" nho "" , Z bằng "" trâu lê """,* Nho + lê trâu
"Quy tắc: - Y * Z Y * | Thay thế: Y bởi "" chim cánh cụt đào "", Z bởi "" cá voi """,- Chim cánh cụt đào * Chim cánh cụt đào cá voi *
"Quy tắc: X = = Z * X | Thay thế: X bởi "" việt quất chuối "" , Z bởi "" cá voi """,Chuối việt quất = = Cá voi * Chuối việt quất
"Quy tắc: * X + Z | Thay thế: X bởi "" cò việt quất "" , Z bởi "" cá mập đại bàng """,* Cò việt quất + Cá mập đại bàng
"Quy tắc: + Y Z = Z | Thay thế: Y bằng "" đào "" , Z bằng "" đại bàng """,+ Đại bàng đào = Đại bàng
"Quy tắc: Z Y * Y - + | Thay thế: Y bằng "" nho táo "", Z bằng "" cá voi """,Nho táo cá voi * Nho táo - +
"Quy tắc: - = Y Z + | Thay thế: Y bởi "" dưa hấu táo "" , Z bởi "" chim cánh cụt rắn hổ mang """,- = Chim cánh cụt rắn hổ mang dưa hấu táo +
"Quy tắc: Z x x = = | Thay thế: X bằng "" đào "" , Z bằng "" sư tử """,đào sư tử đào = =
"Quy tắc: Y + X + | Thay thế: X bằng "" chuối "" , Y bằng "" đào rắn hổ mang """,Đào rắn hổ mang + chuối +
"Quy tắc: + + = Z Y X | Thay thế: X bằng "" con dấu "", Y bằng "" chuột "", Z bằng "" chuối cá mập """,+ + = Hải cẩu chuột chuối cá mập
"Quy tắc: Z Z * * * | Thay thế: Z bởi "" blackberry """,BlackBerry BlackBerry * * *
"Quy tắc: Z Y - - | Thay thế: Y bằng "" rắn hổ mang đào "", Z bằng "" táo ngựa """,Rắn hổ mang đào táo ngựa - -
"Quy tắc: = - X Y Y * | Thay thế: X bằng "" đại bàng "" , Y bằng "" sư tử """,= - sư tử sư tử đại bàng *
"Quy tắc: + X X - | Thay thế: X bằng "" quả lê táo """,+ Lê táo -
"Quy tắc: Z * - X X | Thay thế: X bởi "" chim cánh cụt "" , Z bởi "" chim cánh cụt táo """,Chim cánh cụt táo * - Chim cánh cụt
"Quy tắc: - * * X Y | Thay thế: X bằng "" táo ngựa "" , Y bằng "" lê """,- * * Lê táo ngựa
"Quy tắc: Z X + = Z | Thay thế: X bởi "" cá voi "" , Z bởi "" đại bàng """,Cá voi đại bàng + = đại bàng
"Quy tắc: Y x Z = + | Thay thế: X bằng "" ngựa vằn chuột "", Y bằng "" chuột chuối "", Z bằng "" táo """,chuối chuột ngựa vằn táo = +
"Quy tắc: - Z + Z - | Thay thế: Z bởi "" đào cá voi """,- Đào cá voi + đào cá voi -
"Quy tắc: X Z + = | Thay thế: X bằng "" đào trâu "" , Z bằng "" chuột """,Chuột đào trâu + =
"Quy tắc: = X X = | Thay thế: X bởi "" lion penguin """,= chim cánh cụt sư tử chim cánh cụt =
"Quy tắc: Z * - * Y | Thay thế: Y bởi "" kiwi peach "" , Z bởi "" trâu trâu """,trâu trâu * - * đào kiwi
"Quy tắc: X * - + Y X | Thay thế: X bằng "" chuối cá voi "" , Y bằng "" táo """,Chuối cá voi * - + Chuối cá voi táo
"Quy tắc: + Y + + Y Z | Thay thế: Y bởi "" chim cánh cụt "" , Z bởi "" dâu tây """,+ Rắn hổ mang cánh cụt + + Dâu hổ mang cánh cụt
"Quy tắc: Z + * Z X | Thay thế: X bởi "" seal rat "" , Z bởi "" apple penguin """,Chim cánh cụt táo + * Chuột hải cẩu chim cánh cụt táo
"Quy tắc: + X = - X | Thay thế: X bởi "" cò dưa hấu """,+ Cò dưa hấu = - Cò dưa hấu
"Quy tắc: X = * = Z | Thay thế: X bằng "" táo "" , Z bằng "" chuột """,táo = * = chuột
"Quy tắc: - Z Y X = - | Thay thế: X bởi "" chuột kiwi "" , Y bởi "" cá mập "" , Z bởi "" rắn hổ mang chuột """,- Chuột rắn hổ mang cá mập kiwi chuột = -
"Quy tắc: * = X * Y | Thay thế: X bằng "" táo trâu "" , Y bằng "" cá mập chuối """,* = Táo trâu * Cá mập chuối
"Quy tắc: Y Y Z + + | Thay thế: Y bởi "" đào táo "" , Z bởi "" việt quất cá voi """,táo đào táo đào cá voi việt quất + +
"Quy tắc: X - Y * Z = | Thay thế: X bởi "" rắn hổ mang "" , Y bởi "" cá mập "" , Z bởi "" ngựa vằn """,rắn hổ mang - cá mập cá mập * ngựa vằn =
"Quy tắc: + X X * Y * | Thay thế: X bằng "" hải cẩu sư tử "", Y bằng "" dâu tây """,+ Hải cẩu sư tử hải cẩu * dâu tây *
"Quy tắc: = Z Y + | Thay thế: Y bằng "" con dấu "" , Z bằng "" chim cánh cụt """,= Hải cẩu chim cánh cụt +
"Quy tắc: = Y - * Y X | Thay thế: X bởi "" cò "" , Y bởi "" ngựa vằn """,= Ngựa vằn - * Cò ngựa vằn
"Quy tắc: Z * + X Y | Thay thế: X bởi "" kiwi chuối "" , Y bởi "" ngựa vằn "" , Z bởi "" con dấu """,Con dấu * + Ngựa vằn chuối Kiwi
"Quy tắc: - Z X X * * | Thay thế: X bởi "" kiwi cò "" , Z bởi "" ngựa vằn ""","- Cò ngựa vằn, cò kiwi, kiwi * *"
"Quy tắc: Y * - = Z | Thay thế: Y bằng "" trâu "" , Z bằng "" ngựa """,trâu * - = ngựa ngựa
"Quy tắc: Z * * + X | Thay thế: X bằng "" con dấu dâu "" , Z bằng "" ngựa đào """,ngựa đào * * + con dấu dâu tây
"Quy tắc: + * * X Y Z | Thay thế: X bởi "" kiwi "" , Y bởi "" lion buffalo "" , Z bởi "" lion """,+ * * Sư tử kiwi Sư tử trâu sư tử
"Quy tắc: + + = Z Y | Thay thế: Y bởi "" kiwi "" , Z bởi "" cò rắn hổ mang """,+ + = Kiwi cò rắn hổ mang
"Quy tắc: - + X Y + | Thay thế: X bằng "" kiwi "" , Y bằng "" lê """,- + Lê Kiwi +
"Quy tắc: Z - - + Y X | Thay thế: X bởi "" zebra pear "" , Y bởi "" eagle "" , Z bởi "" strawberry """,dâu tây - - + lê ngựa vằn đại bàng
"Quy tắc: * - Z Y = Y | Thay thế: Y bằng "" kiwi "", Z bằng "" dâu tây """,* - Kiwi dâu tây = Kiwi
"Quy tắc: + - - Y Y Y | Thay thế: Y bởi "" eagle apple """,+ - - Đại bàng táo Đại bàng táo Táo Đại bàng Táo
"Quy tắc: - - = X X | Thay thế: X bởi "" cá mập """,- - = Cá mập cá mập
"Quy tắc: + X X = Y | Thay thế: X bằng "" rắn hổ mang "" , Y bằng "" dưa hấu """,+ Rắn hổ mang = dưa hấu
"Quy tắc: = + Z Z - | Thay thế: Z bởi "" sư tử sư tử """,= + sư tử -
"Quy tắc: + Z * = Y X | Thay thế: X bằng "" cá voi "", Y bằng "" chim cánh cụt "", Z bằng "" blackberry """,+ dâu đen * = Cá voi chim cánh cụt
"Quy tắc: Z = * X | Thay thế: X bởi "" lion "" , Z bởi "" blackberry """,blackberry = * sư tử
"Quy tắc: X Z + * - X | Thay thế: X bởi "" cá voi "" , Z bởi "" táo """,táo cá voi + * - cá voi
"Quy tắc: * - * Z X Z | Thay thế: X bởi "" ngựa vằn dưa hấu "", Z bởi "" dưa hấu sư tử """,* - * Dưa hấu sư tử Dưa hấu Ngựa vằn Sư tử Dưa hấu
"Quy tắc: X + - + Z | Thay thế: X bởi "" penguin "" , Z bởi "" blackberry """,Chim cánh cụt + - + BlackBerry
"Quy tắc: X X - = Y = | Thay thế: X bởi "" ngựa vằn sư tử "", Y bởi "" trâu """,Ngựa vằn sư tử Ngựa vằn sư tử - = trâu =
"Quy tắc: = - X Z | Thay thế: X bởi "" chim cánh cụt đào "" , Z bởi "" chuột """,= - chuột chim cánh cụt đào
"Quy tắc: Z = = Y | Thay thế: Y bởi "" dưa hấu kiwi "" , Z bởi "" cá voi nho """,cá voi nho = = dưa hấu kiwi
"Quy tắc: * Y + - Z | Thay thế: Y bởi "" rắn hổ mang "" , Z bởi "" cò """,* Rắn hổ mang + - Cò
"Quy tắc: - * - Y X Y | Thay thế: X bằng "" đại bàng "" , Y bằng "" dưa hấu cò ""","- * - Cò dưa hấu, Đại bàng, Cò, Dưa hấu"
"Quy tắc: X * Y Z * | Thay thế: X bởi "" chim cánh cụt hải cẩu "" , Y bởi "" việt quất "" , Z bởi "" dâu đen cá voi """,Hải cẩu chim cánh cụt * Blueberry Whale Blackberry *
"Quy tắc: * * + Z X | Thay thế: X bởi "" cá voi dâu đen "", Z bởi "" cá voi """,* * + Cá voi dâu đen
"Quy tắc: * Y * Y Z + | Thay thế: Y bằng "" lê "" , Z bằng "" táo """,* lê * lê táo +
"Quy tắc: = Z - X | Thay thế: X bằng "" seal "" , Z bằng "" seal kiwi """,= Con dấu Kiwi - Con dấu
"Quy tắc: X * = Y Y | Thay thế: X bằng "" cá voi hải cẩu "", Y bằng "" hải cẩu """,hải cẩu cá voi * = hải cẩu ngựa hải cẩu ngựa
"Quy tắc: X = * X X | Thay thế: X bởi "" việt quất """,quả việt quất = * quả việt quất
"Quy tắc: Z - Y = * X | Thay thế: X bởi "" dưa hấu đại bàng "" , Y bởi "" nho hổ mang "" , Z bởi "" ngựa vằn """,Ngựa vằn ngựa vằn - nho hổ mang = * dưa hấu đại bàng
